gap,coverage,effective_coverage,covered_by,icr,ccr,loc,funcs,branches,mutations,io_calls,logs,spans,metrics,path
0.3788,0.5690,0.5690,,0.8788,0.5000,39,2,3,2,0,1,0,0,cmd/jaeger/internal/extension/jaegerquery/internal/json_marshaler.go
0.3714,0.4348,0.4348,,0.6572,0.2857,116,7,9,3,0,2,0,0,internal/storage/v2/elasticsearch/tracestore/core/service_operation.go
0.3686,0.0000,0.0000,,0.3686,0.0000,85,11,7,2,0,0,0,0,internal/gzipfs/gzip.go
0.3500,0.0000,0.0000,,0.3500,0.0000,52,6,0,6,0,0,0,0,cmd/jaeger/internal/extension/jaegerquery/internal/handler_options.go
0.3327,0.0000,0.0000,,0.3327,0.0000,50,7,3,2,0,0,0,0,internal/storage/v1/cassandra/spanstore/dbmodel/tag_filter_exact_match.go
0.3229,0.0000,0.0000,,0.3229,0.0000,83,4,3,0,0,0,0,0,cmd/jaeger/internal/telemetry.go
0.3229,0.0000,0.0000,,0.3229,0.0000,38,4,3,0,0,0,0,0,internal/storage/v1/cassandra/spanstore/dbmodel/tag_filter_drop_all.go
0.3194,0.0000,0.0000,,0.3194,0.0000,118,10,6,1,0,0,0,0,internal/storage/v2/cassandra/factory.go
0.3175,0.6923,0.6923,,1.0318,0.7143,135,7,9,14,0,2,3,0,internal/storage/v2/grpc/factory.go
0.3173,0.6775,0.6775,,0.9840,0.6667,65,3,6,3,0,2,0,0,cmd/internal/docs/command.go
0.3113,0.0000,0.0000,,0.3113,0.0000,48,3,1,1,0,0,0,0,cmd/jaeger/internal/extension/jaegermcp/factory.go
0.3113,0.0000,0.0000,,0.3113,0.0000,26,3,1,1,0,0,0,0,internal/config/string_slice.go
0.2958,0.7126,0.7126,,1.0292,0.7333,350,15,28,18,1,7,4,0,internal/storage/metricstore/prometheus/metricstore/reader.go
0.2948,0.0000,0.0000,,0.2948,0.0000,85,6,4,0,0,0,0,0,internal/storage/v2/v1adapter/spanreader.go
0.2948,0.0000,0.0000,,0.2948,0.0000,45,3,2,0,0,0,0,0,internal/storage/metricstore/elasticsearch/factory.go
0.2909,0.8892,0.8892,,2.6242,2.3333,108,3,16,23,8,7,0,0,scripts/utils/compare_metrics.py
0.2863,0.4331,0.4331,,0.5051,0.2188,130,32,1,52,0,4,3,0,examples/hotrod/pkg/log/spanlogger.go
0.2802,0.2957,0.2957,,0.3978,0.1176,140,17,9,6,0,2,0,0,internal/leaderelection/mocks/mocks.go
0.2754,0.7385,0.7385,,1.0532,0.7778,215,9,23,8,0,7,0,0,internal/storage/v2/grpc/tracereader.go
0.2595,0.6877,0.6877,,0.8309,0.5714,152,7,10,4,2,4,0,0,internal/storage/v2/clickhouse/factory.go
0.2493,0.7278,0.7278,,0.9160,0.6667,59,3,5,3,0,2,0,0,cmd/jaeger/internal/extension/expvar/extension.go
0.2451,0.8032,0.8032,,1.2451,1.0000,114,3,8,5,0,3,0,0,internal/storage/v2/clickhouse/tracestore/writer.go
0.2393,0.5924,0.5924,,0.5871,0.3478,279,23,18,15,0,0,0,8,internal/metrics/prometheus/factory.go
0.2356,0.3775,0.3775,,0.3785,0.1429,87,7,5,1,0,1,0,0,internal/storage/metricstore/prometheus/metricstore/dbmodel/to_domain.go
0.2340,0.0000,0.0000,,0.2340,0.0000,54,6,3,0,0,0,0,0,cmd/internal/flags/healthhost.go
0.2340,0.0000,0.0000,,0.2340,0.0000,20,2,1,0,0,0,0,0,internal/auth/bearertoken/context.go
0.2340,0.0000,0.0000,,0.2340,0.0000,54,4,2,0,0,0,0,0,internal/storage/v1/cassandra/options.go
0.2340,0.0000,0.0000,,0.2340,0.0000,33,2,1,0,0,0,0,0,internal/storage/v1/api/spanstore/spanstoremetrics/write_metrics.go
0.2340,0.0000,0.0000,,0.2340,0.0000,55,4,2,0,0,0,0,0,internal/metricstest/metricstest.go
0.2340,0.0000,0.0000,,0.2340,0.0000,36,2,1,0,0,0,0,0,examples/hotrod/services/customer/client.go
0.2208,0.6443,0.6443,,0.6208,0.4000,128,10,15,2,0,4,0,0,internal/tenancy/grpc.go
0.1838,0.8132,0.8132,,0.9838,0.8000,135,10,45,0,0,8,0,0,internal/storage/v1/cassandra/spanstore/dbmodel/cql_udt.go
0.1770,0.7550,0.7550,,0.7224,0.5455,146,11,14,7,0,6,0,0,internal/storage/metricstore/elasticsearch/to_domain.go
0.1675,0.8326,0.8326,,1.0009,0.8333,142,6,18,2,1,5,0,0,internal/fswatcher/fswatcher.go
0.1660,0.0000,0.0000,,0.1660,0.0000,34,3,1,0,0,0,0,0,cmd/jaeger/internal/extension/jaegerquery/internal/adjuster/adjuster.go
0.1660,0.0000,0.0000,,0.1660,0.0000,31,3,1,0,0,0,0,0,internal/config/config.go
0.1660,0.0000,0.0000,,0.1660,0.0000,30,3,1,0,0,0,0,0,internal/storage/v2/elasticsearch/tracestore/writer.go
0.1660,0.0000,0.0000,,0.1660,0.0000,31,3,1,0,0,0,0,0,internal/storage/v2/elasticsearch/depstore/storagev2.go
0.1552,0.4461,0.4461,,0.2802,0.1250,98,8,5,0,0,1,0,0,internal/testutils/logger.go
0.1522,0.6524,0.6524,,0.4379,0.2857,94,7,5,2,0,2,0,0,internal/leaderelection/leader_election.go
0.1500,0.6250,0.6250,,0.4000,0.2500,50,4,4,0,0,1,0,0,internal/storage/v1/cassandra/spanstore/dbmodel/ids.go
0.1453,0.0000,0.0000,,0.1453,0.0000,28,3,0,1,0,0,0,0,cmd/jaeger/internal/extension/jaegerquery/factory.go
0.1453,0.0000,0.0000,,0.1453,0.0000,44,3,0,1,0,0,0,0,cmd/jaeger/internal/exporters/storageexporter/factory.go
0.1429,0.8750,0.8750,,1.1429,1.0000,80,4,9,6,0,4,0,0,internal/storage/distributedlock/cassandra/lock.go
0.1392,0.0000,0.0000,,0.1392,0.0000,77,11,3,0,0,0,0,0,internal/jptrace/traces.go
0.1340,0.7887,0.7887,,0.6340,0.5000,46,2,4,0,0,1,0,0,internal/tenancy/http.go
0.1324,0.8889,0.8889,,1.1912,1.0588,404,17,45,24,0,6,12,0,internal/storage/v1/cassandra/spanstore/reader.go
0.1320,0.7710,0.7710,,0.5765,0.4444,147,9,10,3,0,4,0,0,internal/sampling/samplingstrategy/adaptive/provider.go
0.1288,0.0000,0.0000,,0.1288,0.0000,93,8,2,0,0,0,0,0,internal/storage/v1/api/spanstore/spanstoremetrics/read_metrics.go
0.1288,0.0000,0.0000,,0.1288,0.0000,41,4,1,0,0,0,0,0,internal/storage/v1/elasticsearch/dependencystore/storagev1.go
0.1288,0.0000,0.0000,,0.1288,0.0000,45,4,1,0,0,0,0,0,internal/storage/v2/v1adapter/depreader.go
0.1274,0.0000,0.0000,,0.1274,0.0000,53,8,1,1,0,0,0,0,internal/storage/v2/badger/factory.go
0.1229,0.8905,0.8905,,1.1229,1.0000,45,2,12,0,0,2,0,0,internal/storage/v1/cassandra/dependencystore/model.go
0.1161,0.9282,0.9282,,1.6161,1.5000,70,4,10,16,1,6,0,0,scripts/ai-sidecar/gemini/mcp_bridge.py
0.0866,0.0000,0.0000,,0.0866,0.0000,54,12,1,1,0,0,0,0,internal/storage/elasticsearch/query/range_query.go
0.0772,0.9557,0.9557,,1.7438,1.6667,297,12,42,56,0,20,0,0,scripts/ai-sidecar/gemini/sidecar.py
0.0771,0.0000,0.0000,,0.0771,0.0000,77,7,1,0,0,0,0,0,internal/storage/v1/api/metricstore/metricstoremetrics/decorator.go
0.0771,0.0000,0.0000,,0.0771,0.0000,51,7,1,0,0,0,0,0,internal/storage/v2/memory/factory.go
0.0468,0.5428,0.5428,,0.1024,0.0556,238,36,5,2,0,2,0,0,internal/storage/elasticsearch/wrapper/wrapper.go
0.0385,0.9512,0.9512,,0.7885,0.7500,66,4,7,2,0,3,0,0,cmd/jaeger/internal/processors/adaptivesampling/processor.go
0.0385,0.9512,0.9512,,0.7885,0.7500,70,4,7,2,0,3,0,0,cmd/anonymizer/app/query/query.go
0.0362,0.9650,0.9650,,1.0362,1.0000,131,5,9,7,0,5,0,0,cmd/remote-storage/app/server.go
0.0064,0.9945,0.9945,,1.1492,1.1429,311,14,50,10,0,16,0,0,cmd/jaeger/internal/extension/jaegerstorage/extension.go
0.0001,0.9999,0.9999,,1.6668,1.6667,105,3,11,11,0,1,4,0,internal/tracegen/worker.go
0.0000,1.0000,1.0000,,0.4000,1.0000,26,1,1,0,0,1,0,0,cmd/jaeger/main.go
0.0000,1.0000,1.0000,,0.8627,1.5000,73,2,2,3,0,3,0,0,cmd/jaeger/internal/command.go
0.0000,1.0000,1.0000,,0.0000,0.0000,27,1,0,0,0,0,0,0,cmd/jaeger/internal/extension/jaegerquery/config.go
0.0000,1.0000,1.0000,,0.9716,1.6667,168,9,22,6,0,15,0,0,cmd/jaeger/internal/extension/jaegerquery/server.go
0.0000,1.0000,1.0000,,0.9288,2.0000,41,1,4,0,0,2,0,0,cmd/jaeger/internal/extension/jaegerquery/extension.go
0.0000,1.0000,1.0000,,1.3124,1.7273,321,11,31,21,0,17,2,0,cmd/jaeger/internal/extension/jaegerquery/internal/server.go
0.0000,1.0000,1.0000,,0.0000,0.0000,59,1,0,0,0,0,0,0,cmd/jaeger/internal/extension/jaegerquery/internal/flags.go
0.0000,1.0000,1.0000,,1.3236,3.6250,218,8,33,9,0,29,0,0,cmd/jaeger/internal/extension/jaegerquery/internal/grpc_handler.go
0.0000,1.0000,1.0000,,1.3607,1.5000,216,10,27,21,1,15,0,0,cmd/jaeger/internal/extension/jaegerquery/internal/static_handler.go
0.0000,1.0000,1.0000,,0.0000,0.0000,21,1,0,0,0,0,0,0,cmd/jaeger/internal/extension/jaegerquery/internal/trace_response_handler.go
0.0000,1.0000,1.0000,,0.0000,0.0000,72,0,0,0,0,0,0,0,cmd/jaeger/internal/extension/jaegerquery/internal/qualitymetrics/data_types.go
0.0000,1.0000,1.0000,,0.0000,0.0000,20,1,0,0,0,0,0,0,cmd/jaeger/internal/extension/jaegerquery/internal/adjuster/standard.go
0.0000,1.0000,1.0000,,0.0000,0.0000,27,3,0,0,0,0,0,0,cmd/jaeger/internal/extension/jaegerstorage/factory.go
0.0000,1.0000,1.0000,,0.6964,1.0000,57,4,7,1,0,4,0,0,cmd/jaeger/internal/extension/remotestorage/server.go
0.0000,1.0000,1.0000,,0.0000,0.0000,40,3,0,0,0,0,0,0,cmd/jaeger/internal/extension/remotestorage/factory.go
0.0000,1.0000,1.0000,,0.0000,0.0000,53,3,0,0,0,0,0,0,cmd/jaeger/internal/extension/remotesampling/factory.go
0.0000,1.0000,1.0000,,1.3403,1.6667,248,9,33,13,0,15,0,0,cmd/jaeger/internal/extension/remotesampling/extension.go
0.0000,1.0000,1.0000,,0.0000,0.0000,40,3,0,0,0,0,0,0,cmd/jaeger/internal/extension/expvar/factory.go
0.0000,1.0000,1.0000,,0.0000,0.0000,30,1,0,0,0,0,0,0,cmd/jaeger/internal/extension/jaegermcp/config.go
0.0000,1.0000,1.0000,,0.8104,1.8333,171,6,13,2,0,9,2,0,cmd/jaeger/internal/extension/jaegermcp/server.go
0.0000,1.0000,1.0000,,1.4301,2.0000,86,4,13,9,0,1,7,0,cmd/jaeger/internal/extension/jaegermcp/middleware.go
0.0000,1.0000,1.0000,,0.0000,0.0000,25,1,0,0,0,0,0,0,cmd/jaeger/internal/exporters/storageexporter/config.go
0.0000,1.0000,1.0000,,0.2340,0.5000,43,4,2,0,0,2,0,0,cmd/jaeger/internal/exporters/storageexporter/exporter.go
0.0000,1.0000,1.0000,,1.8830,3.6667,130,3,15,5,5,11,0,0,cmd/jaeger/internal/integration/binary.go
0.0000,1.0000,1.0000,,0.7113,0.7778,171,9,15,3,0,7,0,0,cmd/jaeger/internal/integration/trace_reader.go
0.0000,1.0000,1.0000,,0.0000,0.0000,32,3,0,0,0,0,0,0,cmd/jaeger/internal/integration/storagecleaner/factory.go
0.0000,1.0000,1.0000,,0.8788,1.5000,75,4,6,4,0,6,0,0,cmd/jaeger/internal/integration/storagecleaner/extension.go
0.0000,1.0000,1.0000,,0.0000,0.0000,41,3,0,0,0,0,0,0,cmd/jaeger/internal/processors/adaptivesampling/factory.go
0.0000,1.0000,1.0000,,0.9628,2.2500,105,4,9,3,0,9,0,0,cmd/internal/flags/service.go
0.0000,1.0000,1.0000,,0.5110,0.9000,138,10,7,5,0,9,0,0,cmd/internal/flags/admin.go
0.0000,1.0000,1.0000,,0.5927,0.6667,56,3,4,0,1,2,0,0,cmd/internal/status/command.go
0.0000,1.0000,1.0000,,1.5335,7.5000,93,2,18,1,0,15,0,0,cmd/anonymizer/main.go
0.0000,1.0000,1.0000,,1.1503,2.0000,118,3,13,0,2,6,0,0,cmd/anonymizer/app/writer/writer.go
0.0000,1.0000,1.0000,,1.6297,2.0000,74,2,8,4,1,4,0,0,cmd/anonymizer/app/uiconv/extractor.go
0.0000,1.0000,1.0000,,1.8895,2.5000,72,2,9,7,1,5,0,0,cmd/anonymizer/app/uiconv/reader.go
0.0000,1.0000,1.0000,,1.0579,2.6667,110,3,9,2,0,8,0,0,cmd/es-index-cleaner/main.go
0.0000,1.0000,1.0000,,0.4000,1.0000,54,2,2,0,0,2,0,0,cmd/es-rollover/app/actions.go
0.0000,1.0000,1.0000,,1.0729,1.5000,51,2,5,2,0,3,0,0,cmd/es-rollover/app/lookback/action.go
0.0000,1.0000,1.0000,,1.3675,8.0000,133,2,13,1,0,16,0,0,cmd/remote-storage/main.go
0.0000,1.0000,1.0000,,0.4680,0.7500,74,4,5,0,0,3,0,0,cmd/remote-storage/app/config.go
0.0000,1.0000,1.0000,,2.2702,3.5000,129,2,21,9,0,7,0,0,internal/metrics/metrics.go
0.0000,1.0000,1.0000,,0.0000,0.0000,57,5,0,0,0,0,0,0,internal/metrics/factory.go
0.0000,1.0000,1.0000,,0.0000,0.0000,27,3,0,0,0,0,0,0,internal/metrics/stopwatch.go
0.0000,1.0000,1.0000,,0.6360,1.2000,63,5,4,4,0,0,0,6,internal/metrics/prometheus/cache.go
0.0000,1.0000,1.0000,,0.3983,1.6000,112,10,7,2,0,4,0,12,internal/metrics/otelmetrics/factory.go
0.0000,1.0000,1.0000,,0.0000,0.5000,23,2,0,0,0,1,0,0,internal/recoveryhandler/zap.go
0.0000,1.0000,1.0000,,0.0000,0.0000,38,0,0,0,0,0,0,0,internal/cache/cache.go
0.0000,1.0000,1.0000,,0.0000,0.0000,28,1,0,0,0,0,0,0,internal/config/promcfg/config.go
0.0000,1.0000,1.0000,,1.0877,1.3333,63,3,6,3,1,4,0,0,internal/auth/tokenloader.go
0.0000,1.0000,1.0000,,1.8229,3.0000,40,1,6,3,0,3,0,0,internal/auth/bearertoken/http.go
0.0000,1.0000,1.0000,,0.0000,0.0000,22,2,0,0,0,0,0,0,internal/sampling/grpc/grpc_handler.go
0.0000,1.0000,1.0000,,0.0000,0.0000,22,0,0,0,0,0,0,0,internal/sampling/samplingstrategy/factory.go
0.0000,1.0000,1.0000,,1.0727,1.2000,280,15,40,11,2,18,0,0,internal/sampling/samplingstrategy/file/provider.go
0.0000,1.0000,1.0000,,0.0000,0.0000,25,0,0,0,0,0,0,0,internal/sampling/samplingstrategy/file/strategy.go
0.0000,1.0000,1.0000,,0.0000,0.0000,76,1,0,0,0,0,0,0,internal/sampling/samplingstrategy/adaptive/options.go
0.0000,1.0000,1.0000,,0.4462,0.6667,105,6,7,0,0,4,0,0,internal/sampling/http/handler.go
0.0000,1.0000,1.0000,,0.0000,0.0000,46,0,0,0,0,0,0,0,internal/storage/v1/factory.go
0.0000,1.0000,1.0000,,0.6722,3.0000,143,7,7,5,0,21,0,0,internal/storage/v1/cassandra/savetracetest/main.go
0.0000,1.0000,1.0000,,0.7356,0.7647,235,17,20,13,0,13,0,0,internal/storage/v1/cassandra/samplingstore/storage.go
0.0000,1.0000,1.0000,,0.0000,0.0000,59,0,0,0,0,0,0,0,internal/storage/v1/api/spanstore/interface.go
0.0000,1.0000,1.0000,,0.0000,0.0000,63,0,0,0,0,0,0,0,internal/storage/v1/api/metricstore/interface.go
0.0000,1.0000,1.0000,,0.0000,0.0000,53,8,0,0,0,0,0,0,internal/storage/v1/blackhole/blackhole.go
0.0000,1.0000,1.0000,,0.9078,0.9231,236,13,22,11,1,11,1,0,internal/storage/v1/elasticsearch/factory.go
0.0000,1.0000,1.0000,,0.0000,0.0000,25,0,0,0,0,0,0,0,internal/storage/v1/elasticsearch/samplingstore/dbmodel/model.go
0.0000,1.0000,1.0000,,0.5660,1.3333,67,3,5,0,0,4,0,0,internal/storage/v1/elasticsearch/mappings/command.go
0.0000,1.0000,1.0000,,0.0000,0.0000,79,3,0,0,0,0,0,0,internal/storage/v1/badger/config.go
0.0000,1.0000,1.0000,,1.5531,2.0000,207,7,29,8,6,14,0,0,internal/storage/v2/clickhouse/tracestore/reader.go
0.0000,1.0000,1.0000,,3.0958,4.0000,106,1,16,10,1,4,0,0,internal/storage/v2/clickhouse/tracestore/attribute_metadata.go
0.0000,1.0000,1.0000,,0.0000,0.0000,20,0,0,0,0,0,0,0,internal/storage/v2/clickhouse/tracestore/dbmodel/attribute_metadata.go
0.0000,1.0000,1.0000,,0.8680,1.1667,200,6,21,0,0,7,0,0,internal/storage/v2/clickhouse/tracestore/dbmodel/from.go
0.0000,1.0000,1.0000,,1.3642,1.5000,58,2,7,2,1,3,0,0,internal/storage/v2/clickhouse/depstore/reader.go
0.0000,1.0000,1.0000,,1.4835,2.0000,46,1,4,2,0,2,0,0,internal/storage/v2/clickhouse/clickhousetest/server.go
0.0000,1.0000,1.0000,,0.0000,0.0000,40,4,0,0,0,0,0,0,internal/storage/v2/v1adapter/otelids.go
0.0000,1.0000,1.0000,,0.0000,0.0000,24,1,0,0,0,0,0,0,internal/storage/v2/grpc/config.go
0.0000,1.0000,1.0000,,0.2340,0.5000,32,2,1,0,0,1,0,0,internal/storage/v2/grpc/tracewriter.go
0.0000,1.0000,1.0000,,0.4000,0.5000,45,2,2,0,0,1,0,0,internal/storage/v2/grpc/depreader.go
0.0000,1.0000,1.0000,,0.0000,0.0000,102,0,0,0,0,0,0,0,internal/storage/v2/api/tracestore/reader.go
0.0000,1.0000,1.0000,,0.0000,0.0000,20,0,0,0,0,0,0,0,internal/storage/v2/elasticsearch/tracestore/core/reader_iface.go
0.0000,1.0000,1.0000,,0.0000,0.0000,20,3,0,0,0,0,0,0,internal/storage/v2/elasticsearch/tracestore/core/dbmodel/dot_replacer.go
0.0000,1.0000,1.0000,,0.0000,0.0000,104,0,0,0,0,0,0,0,internal/storage/v2/elasticsearch/tracestore/core/dbmodel/model.go
0.0000,1.0000,1.0000,,0.0000,0.0000,41,6,0,0,0,0,0,0,internal/storage/metricstore/disabled/reader.go
0.0000,1.0000,1.0000,,0.1288,2.0000,47,4,1,0,0,2,6,0,internal/storage/metricstore/elasticsearch/query_logger.go
0.0000,1.0000,1.0000,,0.0000,0.0000,54,0,0,0,0,0,0,0,internal/storage/cassandra/session.go
0.0000,1.0000,1.0000,,0.4000,1.5000,36,2,2,0,0,3,0,0,internal/storage/cassandra/metrics/table.go
0.0000,1.0000,1.0000,,0.0000,0.0000,78,14,0,0,0,0,0,0,internal/storage/cassandra/gocql/gocql.go
0.0000,1.0000,1.0000,,1.4835,2.0000,53,1,4,2,0,2,0,0,internal/storage/cassandra/gocql/testutils/udt.go
0.0000,1.0000,1.0000,,0.0000,0.0000,61,0,0,0,0,0,0,0,internal/storage/elasticsearch/client.go
0.0000,1.0000,1.0000,,0.0000,0.0000,22,1,0,0,0,0,0,0,internal/storage/elasticsearch/textTemplate.go
0.0000,1.0000,1.0000,,0.9288,1.0000,29,1,4,0,0,1,0,0,internal/storage/elasticsearch/errors.go
0.0000,1.0000,1.0000,,0.4000,2.0000,20,1,1,0,0,2,0,0,internal/version/handler.go
0.0000,1.0000,1.0000,,0.4000,1.0000,27,1,1,0,0,1,0,0,internal/version/command.go
0.0000,1.0000,1.0000,,0.0000,0.0000,53,3,0,0,0,0,0,0,internal/version/build.go
0.0000,1.0000,1.0000,,0.2340,0.2500,57,4,2,0,0,1,0,0,internal/telemetry/settings.go
0.0000,1.0000,1.0000,,0.0000,0.0000,90,0,0,0,0,0,0,0,internal/uimodel/model.go
0.0000,1.0000,1.0000,,0.0000,0.0000,71,10,0,0,0,0,0,0,internal/testutils/leakcheck.go
0.0000,1.0000,1.0000,,2.2410,3.0000,26,0,2,10,2,3,0,0,examples/otel-demo/generate_traces.py
0.0000,1.0000,1.0000,,0.0000,1.0000,23,1,0,0,0,1,0,0,examples/hotrod/cmd/all.go
0.0000,1.0000,1.0000,,0.0000,0.0000,32,1,0,0,0,0,0,0,examples/hotrod/cmd/route.go
0.0000,1.0000,1.0000,,0.0000,0.0000,32,1,0,0,0,0,0,0,examples/hotrod/cmd/driver.go
0.0000,1.0000,1.0000,,1.3914,4.0000,96,4,16,6,0,16,0,0,examples/hotrod/cmd/root.go
0.0000,1.0000,1.0000,,0.0000,0.0000,32,1,0,0,0,0,0,0,examples/hotrod/cmd/customer.go
0.0000,1.0000,1.0000,,0.2340,0.6667,90,6,3,0,0,4,0,0,examples/hotrod/services/route/server.go
0.0000,1.0000,1.0000,,0.2340,0.5000,40,2,1,0,0,1,0,0,examples/hotrod/services/route/client.go
0.0000,1.0000,1.0000,,0.7467,2.0000,92,4,8,1,0,5,3,0,examples/hotrod/services/driver/server.go
0.0000,1.0000,1.0000,,0.4000,1.3333,59,3,3,0,0,1,3,0,examples/hotrod/services/driver/client.go
0.0000,1.0000,1.0000,,0.5127,2.2500,85,4,4,1,0,1,8,0,examples/hotrod/services/driver/redis.go
0.0000,1.0000,1.0000,,0.5806,1.0000,81,4,5,1,0,4,0,0,examples/hotrod/services/customer/server.go
0.0000,1.0000,1.0000,,0.4000,1.5000,80,2,2,0,0,0,3,0,examples/hotrod/services/customer/database.go
0.0000,1.0000,1.0000,,0.0000,0.5000,55,4,0,0,0,0,2,0,examples/hotrod/pkg/tracing/mux.go
0.0000,1.0000,1.0000,,0.7802,1.0000,54,2,4,0,1,0,2,0,examples/hotrod/pkg/tracing/http.go
0.0000,1.0000,1.0000,,1.3555,1.5000,61,2,5,5,0,2,1,0,examples/hotrod/pkg/tracing/mutex.go
0.0000,1.0000,1.0000,,0.8951,1.0000,88,3,8,1,0,3,0,0,examples/hotrod/pkg/tracing/init.go
0.0000,1.0000,1.0000,,0.3467,0.7500,37,4,2,1,0,3,0,0,examples/hotrod/pkg/httperr/httperr.go
0.0000,1.0000,1.0000,,0.2414,0.2500,41,4,1,1,0,0,1,0,examples/hotrod/pkg/log/factory.go
0.0000,1.0000,1.0000,,0.0000,0.8000,40,5,0,0,0,4,0,0,examples/hotrod/pkg/log/logger.go
0.0000,1.0000,1.0000,,2.1397,3.0000,23,0,2,8,2,3,0,0,examples/oci/load-generator/generate_traces.py
0.0000,1.0000,1.0000,,2.1887,3.5000,43,2,10,10,2,7,0,0,scripts/lint/replace_license_headers.py
0.0000,1.0000,1.0000,,2.5291,5.5000,92,2,8,27,2,11,0,0,scripts/release/draft.py
0.0000,1.0000,1.0000,,0.1838,0.3750,239,16,6,0,0,6,0,0,monitoring/jaeger-mixin/generate/main.go
