gap,coverage,effective_coverage,covered_by,icr,ccr,loc,funcs,branches,mutations,io_calls,logs,spans,metrics,path
0.9547,0.0000,0.0000,,0.9547,0.0000,37,1,1,2,0,0,0,0,pkg/services/sqlstore/migrations/ualert/test/testing.go
0.9547,0.0000,0.0000,,0.9547,0.0000,26,1,1,2,0,0,0,0,pkg/services/ngalert/accesscontrol/testing.go
0.9547,0.0000,0.0000,,0.9547,0.0000,49,5,5,10,0,0,0,0,pkg/services/ngalert/accesscontrol/fakes/silences.go
0.9543,0.4560,0.4560,,1.7543,0.8000,149,5,24,14,1,4,0,0,pkg/services/sqlstore/sqlutil/sqlutil.go
0.9539,0.1226,0.1226,,1.0873,0.1333,213,15,46,11,0,2,0,0,pkg/expr/mathexp/reduce.go
0.9516,0.0502,0.0502,,1.0019,0.0503,1842,159,234,210,26,8,0,0,pkg/util/xorm/core/core.go
0.9483,0.3191,0.3191,,1.3928,0.4444,232,9,37,13,0,4,0,0,pkg/registry/apis/datasource/converter/converter.go
0.9453,0.0000,0.0000,,0.9453,0.0000,66,3,9,1,0,0,0,0,pkg/services/ngalert/limits.go
0.9442,0.0000,0.0000,,0.9442,0.0000,83,5,9,5,0,0,0,0,pkg/services/search/sort/sorting.go
0.9440,0.0000,0.0000,,0.9440,0.0000,88,7,8,12,0,0,0,0,pkg/cmd/grafana-cli/utils/args_mock.go
0.9430,0.0000,0.0000,,0.9430,0.0000,1091,11,10,23,0,0,0,0,apps/alerting/notifications/pkg/apis/alertingnotifications_manifest.go
0.9427,0.1908,0.1908,,1.1649,0.2222,158,9,19,10,4,2,0,0,pkg/plugins/repo/service.go
0.9400,0.0000,0.0000,,0.9400,0.0000,86,6,12,5,0,0,0,0,pkg/tests/apis/client.go
0.9387,0.2103,0.2103,,1.1887,0.2500,82,4,8,8,0,1,0,0,pkg/services/searchusers/sortopts/sortopts.go
0.9356,0.5166,0.5166,,1.9356,1.0000,36,1,6,4,0,0,0,1,pkg/tsdb/cloudwatch/get_metric_data_executor.go
0.9338,0.0000,0.0000,,0.9338,0.0000,99,4,7,4,0,0,0,0,pkg/services/annotations/testutil/testutil.go
0.9312,0.3737,0.3737,,1.4867,0.5556,178,9,30,23,0,3,2,0,pkg/registry/apis/iam/teambinding/legacy_search.go
0.9306,0.0000,0.0000,,0.9306,0.0000,45,4,5,6,0,0,0,0,pkg/aggregator/apis/aggregation/v0alpha1/helper/helper.go
0.9306,0.0000,0.0000,,0.9306,0.0000,114,4,5,6,0,0,0,0,pkg/services/pluginsintegration/pluginaccesscontrol/accesscontrol.go
0.9288,0.0000,0.0000,,0.9288,0.0000,62,0,4,0,0,0,0,0,e2e/utils/flows/importDashboard.ts
0.9288,0.0000,0.0000,,0.9288,0.0000,53,1,4,0,0,0,0,0,pkg/storage/unified/migrations/contract/migrations.go
0.9288,0.0000,0.0000,,0.9288,0.0000,38,2,8,0,0,0,0,0,pkg/registry/apis/preferences/utils/names.go
0.9288,0.0000,0.0000,,0.9288,0.0000,37,1,4,0,0,0,0,0,pkg/services/encryption/provider/cipher_aescfb.go
0.9288,0.0000,0.0000,,0.9288,0.0000,78,3,12,0,0,0,0,0,pkg/services/provisioning/alerting/contact_point_provisioner.go
0.9288,0.0000,0.0000,,0.9288,0.0000,81,1,4,0,0,0,0,0,pkg/services/sqlstore/migrations/team_mig.go
0.9288,0.0000,0.0000,,0.9288,0.0000,26,1,4,0,0,0,0,0,pkg/services/ngalert/backtesting/eval_query.go
0.9288,0.0000,0.0000,,0.9288,0.0000,316,0,4,0,0,0,0,0,pkg/services/ngalert/api/tooling/definitions/provisioning_alert_rules.go
0.9277,0.0000,0.0000,,0.9277,0.0000,21,2,5,1,0,0,0,0,apps/alerting/notifications/pkg/apis/alertingnotifications/v0alpha1/routingtree_ext.go
0.9277,0.0000,0.0000,,0.9277,0.0000,28,2,5,1,0,0,0,0,pkg/util/xorm/statement_columnmap.go
0.9277,0.0000,0.0000,,0.9277,0.0000,39,2,5,1,0,0,0,0,pkg/registry/apis/secret/decrypt/local_client.go
0.9277,0.0000,0.0000,,0.9277,0.0000,54,2,5,1,0,0,0,0,pkg/apiserver/auditing/policy.go
0.9277,0.0000,0.0000,,0.9277,0.0000,37,2,5,1,0,0,0,0,pkg/services/ngalert/api/prometheus/util.go
0.9234,0.4193,0.4193,,1.5900,0.6667,127,3,17,5,0,2,0,0,apps/provisioning/pkg/connection/validator.go
0.9232,0.0000,0.0000,,0.9232,0.0000,103,11,11,20,0,0,0,0,pkg/services/ngalert/accesscontrol/fakes/rules.go
0.9231,0.0000,0.0000,,0.9231,0.0000,138,6,13,4,0,0,0,0,pkg/storage/unified/sql/sqltemplate/dialect.go
0.9221,0.4196,0.4196,,1.5887,0.6667,71,3,15,6,0,2,0,0,apps/provisioning/pkg/repository/mutator.go
0.9202,0.5208,0.5208,,1.9202,1.0000,89,2,23,3,0,2,0,0,pkg/web/binding.go
0.9196,0.6850,0.6850,,2.9196,2.0000,69,1,20,9,0,2,0,0,pkg/services/team/search/search.go
0.9196,0.0000,0.0000,,0.9196,0.0000,844,11,28,5,0,0,0,0,apps/alerting/historian/pkg/apis/alertinghistorian_manifest.go
0.9168,0.0000,0.0000,,0.9168,0.0000,59,3,4,4,0,0,0,0,pkg/tsdb/cloud-monitoring/time/interval.go
0.9166,0.0000,0.0000,,0.9166,0.0000,122,4,8,3,0,0,0,0,pkg/registry/apis/preferences/preferences_merged.go
0.9160,0.0000,0.0000,,0.9160,0.0000,59,3,5,3,0,0,0,0,pkg/registry/apps/alerting/notifications/templategroup/conversions.go
0.9132,0.4063,0.4063,,1.5382,0.6250,238,8,33,18,0,5,0,0,pkg/storage/unified/resource/notifier.go
0.9101,0.6224,0.6224,,2.4101,1.5000,696,12,149,61,0,18,0,0,pkg/registry/apis/provisioning/jobs/sync/changes.go
0.9094,0.0780,0.0780,,0.9863,0.0769,236,13,29,11,0,1,0,0,pkg/registry/apis/provisioning/resources/tree.go
0.9047,0.0000,0.0000,,0.9047,0.0000,157,0,0,5,0,0,0,0,scripts/webpack/webpack.common.js
0.9047,0.0000,0.0000,,0.9047,0.0000,22,1,0,5,0,0,0,0,pkg/login/social/connectors/errors.go
0.9018,0.1779,0.1779,,1.0970,0.1951,1052,82,144,144,0,16,0,0,pkg/storage/unified/resource/client_mock.go
0.9014,0.0000,0.0000,,0.9014,0.0000,86,5,8,5,0,0,0,0,pkg/services/pluginsintegration/pluginstore/plugins.go
0.9010,0.4860,0.4860,,1.7529,0.8519,976,27,186,55,0,23,0,0,pkg/services/ngalert/provisioning/alert_rules.go
0.8968,0.1823,0.1823,,1.0968,0.2000,115,5,15,4,0,1,0,0,pkg/services/live/survey/survey.go
0.8963,0.0397,0.0397,,0.9333,0.0370,321,27,51,24,0,1,0,0,pkg/expr/mathexp/parse/parse.go
0.8961,0.0692,0.0692,,0.9627,0.0667,177,15,18,26,0,1,0,0,pkg/cmd/grafana-cli/utils/command_line_mock.go
0.8951,0.0000,0.0000,,0.8951,0.0000,40,3,8,1,0,0,0,0,apps/alerting/notifications/pkg/apis/alertingnotifications/v1beta1/templategroup_ext.go
0.8951,0.0000,0.0000,,0.8951,0.0000,39,3,8,1,0,0,0,0,apps/alerting/notifications/pkg/apis/alertingnotifications/v1beta1/inhibitionrule_ext.go
0.8951,0.0000,0.0000,,0.8951,0.0000,40,3,8,1,0,0,0,0,apps/alerting/notifications/pkg/apis/alertingnotifications/v0alpha1/templategroup_ext.go
0.8951,0.0000,0.0000,,0.8951,0.0000,39,3,8,1,0,0,0,0,apps/alerting/notifications/pkg/apis/alertingnotifications/v0alpha1/inhibitionrule_ext.go
0.8951,0.0000,0.0000,,0.8951,0.0000,104,6,16,2,0,0,0,0,pkg/services/ngalert/tests/fakes/kvstore.go
0.8934,0.3350,0.3350,,1.3434,0.4500,373,20,85,23,0,9,0,0,pkg/util/xorm/session_schema.go
0.8919,0.0000,0.0000,,0.8919,0.0000,27,3,6,2,0,0,0,0,apps/alerting/notifications/pkg/apis/alertingnotifications/v1beta1/routingtree_ext.go
0.8919,0.0000,0.0000,,0.8919,0.0000,57,3,6,2,0,0,0,0,pkg/services/promtypemigration/azure_prom_mig.go
0.8919,0.0000,0.0000,,0.8919,0.0000,56,3,6,2,0,0,0,0,pkg/services/promtypemigration/amazon_prom_mig.go
0.8889,0.5294,0.5294,,1.8889,1.0000,2035,59,220,362,0,59,0,0,pkg/setting/setting.go
0.8887,0.5295,0.5295,,1.8887,1.0000,137,2,22,1,2,2,0,0,e2e-playwright/utils/RequestsRecorder.ts
0.8879,0.1060,0.1060,,0.9931,0.1053,460,19,21,39,0,0,0,2,pkg/services/dashboards/models.go
0.8862,0.1841,0.1841,,1.0862,0.2000,213,5,23,1,0,1,0,0,apps/dashboard/pkg/migration/conversion/conversion.go
0.8849,0.0000,0.0000,,0.8849,0.0000,46,4,9,2,0,0,0,0,apps/alerting/notifications/pkg/apis/alertingnotifications/v1beta1/timeinterval_ext.go
0.8849,0.0000,0.0000,,0.8849,0.0000,46,4,9,2,0,0,0,0,apps/alerting/notifications/pkg/apis/alertingnotifications/v0alpha1/timeinterval_ext.go
0.8849,0.0000,0.0000,,0.8849,0.0000,686,32,36,46,0,0,0,0,pkg/tsdb/cloudwatch/kinds/dataquery/types_dataquery_gen.go
0.8840,0.0000,0.0000,,0.8840,0.0000,36,0,2,0,1,0,0,0,e2e/utils/flows/login.ts
0.8827,0.0000,0.0000,,0.8827,0.0000,328,11,22,7,0,0,0,0,apps/example/pkg/apis/manifestdata/example_manifest.go
0.8826,0.5190,0.5190,,1.8350,0.9524,500,21,109,78,0,20,0,0,pkg/services/publicdashboards/public_dashboard_service_mock.go
0.8825,0.0000,0.0000,,0.8825,0.0000,174,5,5,8,0,0,0,0,pkg/tsdb/tempo/kinds/dataquery/types_dataquery_gen.go
0.8788,0.0000,0.0000,,0.8788,0.0000,53,2,3,2,0,0,0,0,apps/alerting/rules/pkg/apis/alerting/v0alpha1/recordingrule_schema_gen.go
0.8788,0.0000,0.0000,,0.8788,0.0000,49,2,3,2,0,0,0,0,apps/example/pkg/app/reconciler.go
0.8788,0.0000,0.0000,,0.8788,0.0000,60,2,3,2,0,0,0,0,apps/iam/pkg/apis/iam/v0alpha1/teambinding_schema_gen.go
0.8788,0.0000,0.0000,,0.8788,0.0000,108,2,3,2,0,0,0,0,pkg/tsdb/azuremonitor/loganalytics/consts.go
0.8788,0.0000,0.0000,,0.8788,0.0000,39,2,3,2,0,0,0,0,pkg/storage/unified/federated/client.go
0.8788,0.0000,0.0000,,0.8788,0.0000,47,2,3,2,0,0,0,0,pkg/services/provisioning/alerting/text_templates_types.go
0.8788,0.0000,0.0000,,0.8788,0.0000,47,2,3,2,0,0,0,0,pkg/services/provisioning/alerting/mute_times_types.go
0.8781,0.0000,0.0000,,0.8781,0.0000,135,9,19,5,0,0,0,0,pkg/services/apiserver/options/options.go
0.8708,0.0000,0.0000,,0.8708,0.0000,274,14,27,9,0,0,0,0,pkg/services/publicdashboards/database/database.go
0.8698,0.0544,0.0544,,0.9198,0.0500,299,20,61,5,0,1,0,0,pkg/services/ngalert/models/notifications.go
0.8680,0.0000,0.0000,,0.8680,0.0000,85,6,21,0,0,0,0,0,pkg/components/simplejson/simplejson_go11.go
0.8680,0.0000,0.0000,,0.8680,0.0000,78,4,14,0,0,0,0,0,pkg/services/ngalert/provisioning/validation/provenance.go
0.8663,0.0000,0.0000,,0.8663,0.0000,46,4,7,3,0,0,0,0,pkg/tsdb/grafana-testdata-datasource/utils.go
0.8659,0.5175,0.5175,,1.7945,0.9286,324,14,69,50,0,13,0,0,pkg/services/publicdashboards/public_dashboard_store_mock.go
0.8649,0.0000,0.0000,,0.8649,0.0000,425,30,59,18,0,0,0,0,apps/dashboard/pkg/migration/conversion/conversion_data_loss_detection.go
0.8608,0.0000,0.0000,,0.8608,0.0000,44,2,0,9,0,0,0,0,pkg/util/xorm/error.go
0.8606,0.5704,0.5704,,2.0035,1.1429,207,7,60,21,0,8,0,0,pkg/expr/sql/frame_db_conv.go
0.8604,0.4657,0.4657,,1.6104,0.7500,164,8,33,22,0,6,0,0,pkg/services/secrets/fakes/mock_service.go
0.8586,0.0000,0.0000,,0.8586,0.0000,52,5,3,11,0,0,0,0,pkg/services/ngalert/tests/fakes/silences.go
0.8571,0.3974,0.3974,,1.4224,0.5652,391,23,65,60,0,13,0,0,pkg/registry/apis/provisioning/jobs/progress.go
0.8566,0.6605,0.6605,,2.5233,1.6667,177,3,37,20,0,5,0,0,pkg/tsdb/cloudwatch/annotation_query.go
0.8562,0.5075,0.5075,,1.7386,0.8824,369,17,82,54,0,15,0,0,pkg/services/user/usertest/mock.go
0.8547,0.3691,0.3691,,1.3547,0.5000,134,2,6,4,0,1,0,0,apps/example/pkg/app/app.go
0.8547,0.3691,0.3691,,1.3547,0.5000,47,2,6,4,0,1,0,0,pkg/services/team/teamapi/team_binding_client_factory_mock.go
0.8547,0.3691,0.3691,,1.3547,0.5000,76,4,12,8,0,2,0,0,pkg/services/store/system_users_mock.go
0.8541,0.4384,0.4384,,1.5208,0.6667,178,6,26,12,0,4,0,0,pkg/services/ngalert/notifier/autogen_alertmanager.go
0.8511,0.3349,0.3349,,1.2797,0.4286,186,7,26,8,0,3,0,0,pkg/registry/apis/provisioning/controller/connection_health.go
0.8508,0.1438,0.1438,,0.9937,0.1429,117,7,12,9,0,1,0,0,pkg/tsdb/cloud-monitoring/time_series_query.go
0.8495,0.0000,0.0000,,0.8495,0.0000,195,3,2,6,0,0,0,0,pkg/services/org/model.go
0.8482,0.0000,0.0000,,0.8482,0.0000,68,5,8,4,0,0,0,0,pkg/services/queryhistory/writers.go
0.8479,0.0000,0.0000,,0.8479,0.0000,80,9,7,16,0,0,0,0,pkg/services/provisioning/provisioning_mock.go
0.8467,0.2280,0.2280,,1.0967,0.2500,75,4,8,6,0,1,0,0,pkg/codegen/util_ts.go
0.8463,0.4406,0.4406,,1.5130,0.6667,199,6,29,10,0,4,0,0,pkg/services/dashboardsnapshots/service.go
0.8454,0.6743,0.6743,,2.5954,1.7500,518,8,81,72,1,14,0,0,pkg/tsdb/tempo/search.go
0.8443,0.2831,0.2831,,1.1776,0.3333,127,3,8,4,0,1,0,0,pkg/services/pluginsintegration/pluginconfig/config.go
0.8411,0.0000,0.0000,,0.8411,0.0000,66,5,11,2,0,0,0,0,pkg/tsdb/grafana-testdata-datasource/sims/utils.go
0.8400,0.0000,0.0000,,0.8400,0.0000,110,3,7,1,0,0,0,0,apps/playlist/pkg/app/app.go
0.8400,0.0000,0.0000,,0.8400,0.0000,39,3,7,1,0,0,0,0,pkg/tsdb/cloudwatch/sort_frame.go
0.8400,0.0000,0.0000,,0.8400,0.0000,58,6,14,2,0,0,0,0,pkg/registry/apis/iam/datasourcek8s/k8s.go
0.8400,0.0000,0.0000,,0.8400,0.0000,55,3,7,1,0,0,0,0,pkg/services/encryption/provider/decipher_aes.go
0.8399,0.3572,0.3572,,1.3066,0.4667,281,15,49,23,0,7,0,0,pkg/registry/apis/preferences/legacy/preferences.go
0.8387,0.0000,0.0000,,0.8387,0.0000,39,2,4,1,0,0,0,0,pkg/tsdb/cloudwatch/models/resources/dimension_keys_request.go
0.8387,0.0000,0.0000,,0.8387,0.0000,44,2,4,1,0,0,0,0,pkg/plugins/backendplugin/provider/provider.go
0.8386,0.5699,0.5699,,1.9497,1.1111,465,9,78,23,0,10,0,0,pkg/registry/apis/provisioning/resources/parser.go
0.8379,0.0000,0.0000,,0.8379,0.0000,170,7,17,2,0,0,0,0,pkg/services/sqlstore/migrations/accesscontrol/seed_assignment.go
0.8356,0.2852,0.2852,,1.1690,0.3333,94,6,15,7,1,2,0,0,pkg/tsdb/Magefile.go
0.8356,0.4438,0.4438,,1.5023,0.6667,68,3,10,8,0,2,0,0,pkg/services/auth/idtest/mock.go
0.8350,0.0000,0.0000,,0.8350,0.0000,181,4,13,0,0,0,0,0,scripts/docs/generate-transformations.ts
0.8340,0.3748,0.3748,,1.3340,0.5000,43,2,4,6,0,1,0,0,pkg/registry/apis/provisioning/controller/mocks/StatusPatcher.go
0.8340,0.3748,0.3748,,1.3340,0.5000,43,2,4,6,0,1,0,0,pkg/registry/apis/provisioning/controller/mocks/ConnectionStatusPatcher.go
0.8301,0.5635,0.5635,,1.9015,1.0714,728,14,110,36,0,5,0,10,pkg/services/libraryelements/database.go
0.8295,0.0913,0.0913,,0.9128,0.0833,203,12,39,2,0,1,0,0,pkg/registry/apps/alerting/rules/recordingrule/legacy_storage.go
0.8278,0.0000,0.0000,,0.8278,0.0000,69,3,3,4,0,0,0,0,pkg/tests/alertmanager/webhook.go
0.8278,0.0000,0.0000,,0.8278,0.0000,61,3,3,4,0,0,0,0,pkg/storage/legacysql/db.go
0.8278,0.0000,0.0000,,0.8278,0.0000,70,3,3,4,0,0,0,0,pkg/apiserver/auditing/event.go
0.8277,0.3766,0.3766,,1.3277,0.5000,58,2,12,1,0,1,0,0,pkg/middleware/org_redirect.go
0.8271,0.2872,0.2872,,1.1604,0.3333,231,12,26,20,0,4,0,0,pkg/storage/unified/parquet/reader.go
0.8271,0.2872,0.2872,,1.1604,0.3333,112,6,13,10,0,2,0,0,pkg/services/apiserver/builder/runner/runner.go
0.8271,0.0000,0.0000,,0.8271,0.0000,101,7,9,7,0,0,0,0,pkg/services/libraryelements/fake/libraryelements_service.go
0.8269,0.1079,0.1079,,0.9269,0.1000,198,10,15,12,0,1,0,0,pkg/services/pluginsintegration/pluginsettings/service/service.go
0.8266,0.0000,0.0000,,0.8266,0.0000,246,22,20,32,0,0,0,0,pkg/services/accesscontrol/mock/mock.go
0.8263,0.5291,0.5291,,1.7549,0.9286,313,14,68,46,0,13,0,0,pkg/services/auth/authtest/auth_token_service_mock.go
0.8257,0.2184,0.2184,,1.0564,0.2308,202,13,48,5,0,3,0,0,apps/provisioning/pkg/repository/git/staged.go
0.8250,0.3774,0.3774,,1.3250,0.5000,190,8,17,22,0,4,0,0,pkg/storage/unified/parquet/writer.go
0.8239,0.1478,0.1478,,0.9667,0.1429,164,7,23,2,0,1,0,0,apps/dashvalidator/pkg/cache/cache.go
0.8238,0.0000,0.0000,,0.8238,0.0000,151,11,14,11,0,0,0,0,apps/logsdrilldown/pkg/apis/logsdrilldown_manifest.go
0.8236,0.0000,0.0000,,0.8236,0.0000,80,6,19,0,0,0,0,0,pkg/services/store/kind/dashboard/targets.go
0.8217,0.0000,0.0000,,0.8217,0.0000,162,12,29,3,0,0,0,0,apps/dashboard/pkg/migration/schemaversion/datasource_utils.go
0.8180,0.0000,0.0000,,0.8180,0.0000,64,4,5,4,0,0,0,0,pkg/registry/apps/playlist/conversions.go
0.8180,0.0000,0.0000,,0.8180,0.0000,93,4,5,4,0,0,0,0,pkg/services/search/model/model.go
0.8174,0.0000,0.0000,,0.8174,0.0000,93,7,7,9,0,0,0,0,pkg/components/loki/lokihttp/batch.go
0.8173,0.4848,0.4848,,1.5865,0.7692,251,13,53,34,0,10,0,0,apps/provisioning/pkg/repository/repository_mock.go
0.8166,0.1695,0.1695,,0.9833,0.1667,81,6,15,3,1,1,0,0,scripts/go-workspace/main.go
0.8166,0.7101,0.7101,,2.8166,2.0000,76,1,23,6,0,2,0,0,pkg/registry/apis/dashboard/schema_validation.go
0.8155,0.4239,0.4239,,1.4155,0.6000,122,5,16,11,0,3,0,0,apps/provisioning/pkg/connection/factory.go
0.8151,0.0000,0.0000,,0.8151,0.0000,147,11,17,8,0,0,0,0,pkg/storage/unified/migrations/registry.go
0.8151,0.1330,0.1330,,0.9401,0.1250,120,8,17,6,0,1,0,0,pkg/services/accesscontrol/pluginutils/utils.go
0.8138,0.3806,0.3806,,1.3138,0.5000,193,10,29,15,2,5,0,0,pkg/login/social/connectors/common.go
0.8128,0.5169,0.5169,,1.6823,0.8696,471,23,102,70,0,20,0,0,pkg/services/dashboards/dashboard_service_mock.go
0.8127,0.0000,0.0000,,0.8127,0.0000,44,0,0,4,0,0,0,0,apps/provisioning/pkg/connection/connection.go
0.8127,0.0000,0.0000,,0.8127,0.0000,48,0,0,4,0,0,0,0,pkg/registry/apis/secret/contracts/secure_value.go
0.8127,0.0000,0.0000,,0.8127,0.0000,57,1,0,4,0,0,0,0,pkg/setting/setting_quota.go
0.8127,0.0000,0.0000,,0.8127,0.0000,55,3,0,12,0,0,0,0,pkg/services/serviceaccounts/extsvcaccounts/models.go
0.8125,0.5063,0.5063,,1.6458,0.8333,131,6,21,22,0,5,0,0,pkg/services/provisioning/alerting/types.go
0.8110,0.1778,0.1778,,0.9865,0.1754,1032,57,78,86,4,10,0,0,pkg/tests/apis/helper.go
0.8104,0.0000,0.0000,,0.8104,0.0000,86,6,13,2,0,0,0,0,pkg/util/encoding.go
0.8089,0.5528,0.5528,,1.8089,1.0000,302,8,36,33,0,6,2,0,pkg/expr/classic/classic.go
0.8089,0.5528,0.5528,,1.8089,1.0000,85,2,14,3,1,2,0,0,scripts/codeowners-manifest/utils.js
0.8074,0.4523,0.4523,,1.4740,0.6667,66,3,2,28,0,2,0,0,pkg/services/auth/authimpl/model.go
0.8069,0.2923,0.2923,,1.1402,0.3333,124,6,16,7,0,2,0,0,pkg/util/encryption.go
0.8068,0.1211,0.1211,,0.9179,0.1111,120,9,21,5,0,1,0,0,pkg/storage/unified/resource/keys.go
0.8059,0.2617,0.2617,,1.0916,0.2857,132,7,20,6,0,2,0,0,pkg/util/sqlite/sqlite_nocgo.go
0.8054,0.0000,0.0000,,0.8054,0.0000,105,11,21,5,0,0,0,0,apps/dashvalidator/pkg/generated/manifestdata/dashvalidator_manifest.go
0.8049,0.5324,0.5324,,1.7216,0.9167,263,12,56,38,0,11,0,0,pkg/services/serviceaccounts/tests/mocks.go
0.8049,0.3507,0.3507,,1.2397,0.4348,484,23,91,20,0,10,0,0,pkg/services/ngalert/provisioning/mute_timings.go
0.8047,0.7131,0.7131,,2.8047,2.0000,69,1,7,23,0,2,0,0,pkg/services/apiserver/config.go
0.8029,0.4991,0.4991,,1.6029,0.8000,109,5,20,14,0,4,0,0,pkg/services/extsvcauth/tests/extsvcregmock.go
0.8028,0.3326,0.3326,,1.2028,0.4000,315,10,32,11,0,3,0,1,pkg/services/authz/rbac.go
0.8020,0.3328,0.3328,,1.2020,0.4000,105,5,19,4,0,2,0,0,pkg/plugins/repo/version.go
0.8016,0.0942,0.0942,,0.8849,0.0833,131,12,29,5,0,1,0,0,apps/alerting/rules/pkg/apis/alerting/v0alpha1/alertrule_ext.go
0.8003,0.5555,0.5555,,1.8003,1.0000,121,4,12,25,0,4,0,0,e2e/internal/cmd/a11y/cmd.go
0.8000,0.0000,0.0000,,0.8000,0.0000,56,1,3,0,0,0,0,0,apps/provisioning/pkg/util/interface.go
0.8000,0.0000,0.0000,,0.8000,0.0000,68,1,3,0,0,0,0,0,apps/dashboard/pkg/migration/schemaversion/v7.go
0.8000,0.0000,0.0000,,0.8000,0.0000,126,7,21,0,0,0,0,0,apps/dashboard/pkg/migration/schemaversion/v23.go
0.8000,0.0000,0.0000,,0.8000,0.0000,27,1,3,0,0,0,0,0,pkg/middleware/quota.go
0.8000,0.0000,0.0000,,0.8000,0.0000,29,1,3,0,0,0,0,0,pkg/middleware/dashboard_redirect.go
0.8000,0.0000,0.0000,,0.8000,0.0000,56,1,3,0,0,0,0,0,pkg/util/interface.go
0.8000,0.0000,0.0000,,0.8000,0.0000,32,2,6,0,0,0,0,0,pkg/aggregator/generated/applyconfiguration/utils.go
0.8000,0.0000,0.0000,,0.8000,0.0000,56,0,3,0,0,0,0,0,pkg/extensions/enterprise_imports.go
0.8000,0.0000,0.0000,,0.8000,0.0000,44,2,6,0,0,0,0,0,pkg/registry/apis/provisioning/jobs/sync/sync_condition.go
0.8000,0.0000,0.0000,,0.8000,0.0000,29,1,3,0,0,0,0,0,pkg/registry/apis/appplugin/authorizer.go
0.8000,0.0000,0.0000,,0.8000,0.0000,86,1,3,0,0,0,0,0,pkg/services/accesscontrol/ossaccesscontrol/testutil/testutil.go
0.8000,0.0000,0.0000,,0.8000,0.0000,45,1,3,0,0,0,0,0,pkg/services/user/user.go
0.8000,0.0000,0.0000,,0.8000,0.0000,187,1,3,0,0,0,0,0,pkg/services/sqlstore/migrations/alert_mig.go
0.8000,0.0000,0.0000,,0.8000,0.0000,57,2,6,0,0,0,0,0,pkg/services/star/model.go
0.8000,0.0000,0.0000,,0.8000,0.0000,21,1,3,0,0,0,0,0,pkg/services/live/pipeline/pattern/pattern.go
0.8000,0.0000,0.0000,,0.8000,0.0000,34,1,3,0,0,0,0,0,pkg/services/apiserver/utils/uids.go
0.8000,0.0000,0.0000,,0.8000,0.0000,20,1,3,0,0,0,0,0,pkg/services/authn/clients/utils.go
0.7962,0.0000,0.0000,,0.7962,0.0000,52,4,1,11,0,0,0,0,pkg/services/ngalert/models/accesscontrol.go
0.7958,0.3859,0.3859,,1.2958,0.5000,375,18,63,24,0,7,0,2,pkg/services/ngalert/state/cache.go
0.7948,0.4855,0.4855,,1.5448,0.7500,66,4,20,7,0,3,0,0,pkg/services/user/password.go
0.7942,0.1589,0.1589,,0.9442,0.1500,313,20,36,20,0,3,0,0,pkg/services/provisioning/values/values.go
0.7929,0.0000,0.0000,,0.7929,0.0000,76,4,9,1,0,0,0,0,pkg/login/social/socialimpl/support_bundle.go
0.7915,0.0292,0.0292,,0.8154,0.0238,519,42,79,21,0,1,0,0,pkg/components/simplejson/simplejson.go
0.7900,0.0000,0.0000,,0.7900,0.0000,50,3,2,5,0,0,0,0,pkg/services/ngalert/tests/fakes/config.go
0.7897,0.5587,0.5587,,1.7897,1.0000,84,2,15,4,0,2,0,0,pkg/registry/apis/dashboard/large.go
0.7896,0.5588,0.5588,,1.7896,1.0000,113,4,16,18,0,2,2,0,pkg/services/authz/zanzana/server/server_mutate_org_role.go
0.7887,0.0000,0.0000,,0.7887,0.0000,59,2,1,4,0,0,0,0,apps/dashboard/pkg/apis/dashboard/cuevalidator/validator.go
0.7887,0.0000,0.0000,,0.7887,0.0000,49,4,2,8,0,0,0,0,pkg/services/accesscontrol/resourcepermissions/error.go
0.7887,0.0000,0.0000,,0.7887,0.0000,21,2,1,4,0,0,0,0,pkg/services/accesscontrol/ssoutils/utils.go
0.7885,0.3156,0.3156,,1.1522,0.3636,420,33,210,0,0,12,0,0,pkg/ruleguard.rules.go
0.7867,0.0000,0.0000,,0.7867,0.0000,80,6,9,4,0,0,0,0,pkg/registry/apis/provisioning/jobs/sync/folder_metadata_diff_split.go
0.7843,0.0000,0.0000,,0.7843,0.0000,139,10,19,4,0,0,0,0,pkg/services/pluginsintegration/clientmiddleware/tracing_header_middleware.go
0.7841,0.0000,0.0000,,0.7841,0.0000,97,7,3,15,0,0,0,0,pkg/tsdb/grafana-testdata-datasource/sims/waveform.go
0.7840,0.2033,0.2033,,0.9840,0.2000,87,5,10,5,0,1,0,0,pkg/services/ngalert/state/historian/dashboard.go
0.7840,0.2033,0.2033,,0.9840,0.2000,88,5,10,5,0,1,0,0,pkg/services/ngalert/store/admin_configuration.go
0.7838,0.5606,0.5606,,1.7838,1.0000,86,1,21,0,0,1,0,0,pkg/registry/apis/preferences/utils/authorizer.go
0.7838,0.5345,0.5345,,1.6838,0.9000,214,10,45,30,0,9,0,0,pkg/services/dashboards/dashboard_provisioning_mock.go
0.7813,0.3176,0.3176,,1.1449,0.3636,212,11,28,14,0,4,0,0,pkg/services/authz/zanzana/server/reconciler/translators.go
0.7813,0.3386,0.3386,,1.1813,0.4000,274,15,39,21,0,6,0,0,apps/provisioning/pkg/repository/github/repository.go
0.7802,0.2427,0.2427,,1.0302,0.2500,59,4,9,4,0,1,0,0,pkg/services/ngalert/api/compat_silences.go
