gap,coverage,effective_coverage,covered_by,icr,ccr,loc,funcs,branches,mutations,io_calls,logs,spans,metrics,path
0.5397,0.7875,0.7875,,2.5397,2.0000,149,2,32,10,0,4,0,0,documentation/examples/remote_storage/remote_storage_adapter/opentsdb/tagvalue.go
0.5373,0.0000,0.0000,,0.5373,0.0000,189,7,6,3,0,0,0,0,util/fuzzing/corpus.go
0.5308,0.6805,0.6805,,1.6612,1.1304,658,23,116,56,0,26,0,0,discovery/azure/azure.go
0.5288,0.0000,0.0000,,0.5288,0.0000,80,2,3,0,0,0,0,0,util/runtime/statfs_uint32.go
0.5288,0.0000,0.0000,,0.5288,0.0000,145,2,3,0,0,0,0,0,util/runtime/statfs_default.go
0.5288,0.0000,0.0000,,0.5288,0.0000,82,2,3,0,0,0,0,0,util/runtime/statfs_linux_386.go
0.5288,0.0000,0.0000,,0.5288,0.0000,36,2,3,0,0,0,0,0,tsdb/fileutil/preallocate_darwin.go
0.5288,0.0000,0.0000,,0.5288,0.0000,41,2,3,0,0,0,0,0,tsdb/fileutil/dir_windows.go
0.5288,0.0000,0.0000,,0.5288,0.0000,46,2,3,0,0,0,0,0,scrape/clientprotobuf.go
0.5288,0.0000,0.0000,,0.5288,0.0000,53,2,3,0,0,0,0,0,storage/remote/dial_context.go
0.5212,0.4896,0.4896,,1.0212,0.5000,211,10,22,10,0,5,0,0,discovery/kubernetes/node.go
0.5131,0.3022,0.3022,,0.7353,0.2222,200,9,18,2,0,2,0,0,discovery/openstack/openstack.go
0.4950,0.5480,0.5480,,1.0950,0.6000,207,10,21,14,0,6,0,0,discovery/kubernetes/service.go
0.4911,0.0000,0.0000,,0.4911,0.0000,104,7,5,3,0,0,0,0,discovery/ionos/ionos.go
0.4853,0.5337,0.5337,,1.0409,0.5556,169,9,16,13,0,5,0,0,discovery/xds/kuma.go
0.4837,0.3960,0.3960,,0.8008,0.3171,619,41,55,31,3,13,0,0,tsdb/block.go
0.4826,0.6290,0.6290,,1.3008,0.8182,1626,77,276,99,1,63,0,0,tsdb/index/index.go
0.4805,0.3244,0.3244,,0.7113,0.2308,222,13,21,3,2,3,0,0,discovery/scaleway/scaleway.go
0.4771,0.2304,0.2304,,0.6199,0.1429,203,7,8,3,0,1,0,0,storage/interface_append.go
0.4742,0.1898,0.1898,,0.5853,0.1111,159,18,12,14,0,2,0,0,promql/parser/prettier.go
0.4618,0.6841,0.6841,,1.4618,1.0000,112,3,15,4,0,3,0,0,util/compression/compression.go
0.4387,0.0000,0.0000,,0.4387,0.0000,38,2,1,1,0,0,0,0,util/testutil/cmp.go
0.4387,0.0000,0.0000,,0.4387,0.0000,35,2,1,1,0,0,0,0,storage/remote/max_timestamp.go
0.4331,0.6062,0.6062,,1.0998,0.6667,81,3,8,3,0,2,0,0,tsdb/head_dedupelabels.go
0.4302,0.6078,0.6078,,1.0969,0.6667,72,3,4,7,0,2,0,0,util/teststorage/storage.go
0.4078,0.0000,0.0000,,0.4078,0.0000,90,11,6,4,0,0,0,0,tsdb/chunks/samples.go
0.4000,0.0000,0.0000,,0.4000,0.0000,85,7,7,0,0,0,0,0,util/netconnlimit/netconnlimit.go
0.4000,0.0000,0.0000,,0.4000,0.0000,42,3,3,0,0,0,0,0,util/gate/gate.go
0.4000,0.0000,0.0000,,0.4000,0.0000,31,2,2,0,0,0,0,0,tsdb/fileutil/flock_windows.go
0.3959,0.0455,0.0455,,0.4147,0.0189,491,53,46,6,0,1,0,0,promql/parser/ast.go
0.3929,0.6563,0.6563,,1.1429,0.7500,139,4,9,6,0,3,0,0,discovery/xds/xds.go
0.3885,0.0000,0.0000,,0.3885,0.0000,81,8,3,4,0,0,0,0,util/stats/timer.go
0.3802,0.0000,0.0000,,0.3802,0.0000,27,2,1,0,1,0,0,0,tsdb/fileutil/flock_plan9.go
0.3572,0.0000,0.0000,,0.3572,0.0000,144,7,6,0,0,0,0,0,discovery/discovery.go
0.3515,0.8358,0.8358,,2.1410,1.7895,874,19,148,91,0,34,0,0,discovery/aws/ecs.go
0.3467,0.0000,0.0000,,0.3467,0.0000,64,4,2,1,0,0,0,0,tsdb/ooo_isolation.go
0.3370,0.6475,0.6475,,0.9560,0.6190,371,21,51,12,1,11,0,2,discovery/file/file.go
0.3364,0.4977,0.4977,,0.6698,0.3333,61,3,5,0,1,1,0,0,cmd/promtool/archive.go
0.3347,0.6306,0.6306,,0.9061,0.5714,133,7,14,5,0,4,0,0,storage/remote/metadata_watcher.go
0.3339,0.7112,0.7112,,1.1561,0.8222,922,45,127,44,5,26,0,11,tsdb/wlog/wlog.go
