score,loc,avg_cc,cc_ratio,cohesion,concerns,imports,path
0.6664,78,4.00,1.70,0.6661,6,4,core/files/images.py
0.6630,79,2.43,1.03,0.7250,8,3,contrib/gis/geos/prototypes/errcheck.py
0.6525,56,6.00,2.56,0.6126,3,7,contrib/gis/sitemaps/views.py
0.6517,56,3.00,1.28,0.5793,8,2,db/models/utils.py
0.6468,58,2.50,1.06,0.6098,6,5,utils/crypto.py
0.6410,24,1.00,0.43,0.6270,10,1,core/cache/backends/dummy.py
0.6391,67,6.67,2.84,0.7546,4,5,core/checks/caches.py
0.6388,56,2.67,1.14,0.5990,5,6,core/management/commands/test.py
0.6379,51,1.75,0.75,0.6506,5,7,tasks/signals.py
0.6369,64,6.67,2.84,0.5793,4,4,contrib/staticfiles/utils.py
0.6359,81,3.40,1.45,0.6255,7,2,core/management/commands/diffsettings.py
0.6357,60,1.00,0.43,0.6596,9,2,contrib/gis/db/backends/postgis/models.py
0.6348,58,1.00,0.43,0.6596,9,2,contrib/gis/db/backends/spatialite/models.py
0.6334,57,2.17,0.92,0.7766,9,2,utils/safestring.py
0.6333,123,2.20,0.94,0.5777,6,3,contrib/gis/db/backends/postgis/pgraster.py
0.6331,54,1.80,0.77,0.6331,7,4,contrib/sites/managers.py
0.6327,53,1.00,0.43,0.6596,9,2,contrib/gis/db/backends/oracle/models.py
0.6299,30,2.00,0.85,0.6825,3,10,contrib/auth/apps.py
0.6292,37,1.20,0.51,0.6590,9,2,contrib/sessions/base_session.py
0.6291,86,5.67,2.41,0.7640,5,3,templatetags/cache.py
0.6281,48,1.17,0.50,0.7829,8,4,views/decorators/csrf.py
0.6271,43,5.00,2.13,0.7078,4,7,contrib/redirects/middleware.py
0.6250,80,4.50,1.92,0.6634,4,5,core/management/commands/check.py
0.6215,72,3.00,1.28,0.7322,4,7,middleware/locale.py
0.6177,43,1.80,0.77,0.6612,7,4,contrib/messages/storage/session.py
0.6168,39,2.25,0.96,0.6823,7,4,core/files/storage/handler.py
0.6145,52,3.00,1.28,0.6578,4,7,contrib/admin/templatetags/admin_urls.py
0.6064,144,1.33,0.57,0.4514,4,5,contrib/gis/gdal/prototypes/geom.py
0.5972,48,2.67,1.14,0.5793,5,5,contrib/postgres/utils.py
0.5967,43,2.00,0.85,0.6596,5,6,contrib/flatpages/models.py
0.5967,66,11.00,4.69,0.5502,2,2,contrib/gis/utils/srs.py
0.5943,58,4.67,1.99,0.6840,5,4,middleware/security.py
0.5906,224,5.67,2.41,1.0000,1,0,contrib/admin/static/admin/js/calendar.js
0.5903,61,1.60,0.68,0.6549,7,3,core/files/temp.py
0.5877,47,1.33,0.57,0.6561,8,2,templatetags/l10n.py
0.5832,73,3.33,1.42,0.6818,5,4,core/management/commands/sqlmigrate.py
0.5821,51,4.00,1.70,0.6691,6,3,contrib/gis/db/backends/oracle/adapter.py
0.5812,78,2.67,1.14,0.7296,7,2,core/checks/security/sessions.py
0.5774,70,7.00,2.98,0.6251,4,2,contrib/gis/gdal/raster/base.py
0.5741,37,2.25,0.96,0.6455,6,4,template/loaders/filesystem.py
0.5710,49,3.67,1.56,0.6221,5,4,contrib/postgres/forms/hstore.py
0.5617,66,6.50,2.77,0.5842,4,2,db/backends/mysql/client.py
0.5459,56,7.00,2.98,0.5842,4,2,db/backends/postgresql/client.py
0.5431,27,5.00,2.13,0.7077,3,7,utils/translation/reloader.py
0.5368,66,4.50,1.92,0.7589,4,4,contrib/auth/migrations/0011_update_proxy_permissions.py
0.5355,74,4.00,1.70,0.6625,5,2,contrib/gis/db/backends/spatialite/introspection.py
0.5318,72,3.00,1.28,0.6910,5,3,db/backends/mysql/validation.py
0.5299,71,1.00,0.43,0.4514,5,3,contrib/gis/geos/prototypes/geom.py
0.5287,58,5.00,2.13,0.5793,3,4,urls/utils.py
0.5271,47,1.67,0.71,0.6251,8,0,core/mail/backends/base.py
0.5245,32,1.00,0.43,0.6566,4,6,contrib/gis/shortcuts.py
0.5191,55,5.50,2.34,0.5891,5,1,db/backends/postgresql/compiler.py
0.5176,53,3.50,1.49,0.8457,5,4,core/checks/translation.py
0.5151,49,3.67,1.56,0.6956,5,3,contrib/messages/storage/fallback.py
0.5136,43,6.00,2.56,0.6350,4,3,contrib/staticfiles/management/commands/findstatic.py
0.5106,28,2.67,1.14,0.5846,6,2,utils/xmlutils.py
0.5105,30,4.00,1.70,0.6126,2,7,contrib/staticfiles/views.py
0.5101,40,1.33,0.57,0.6506,5,4,db/models/signals.py
0.5073,55,3.25,1.38,0.6252,6,1,contrib/admin/templatetags/log.py
0.5071,51,4.50,1.92,0.6626,5,2,template/loader.py
0.5058,39,3.00,1.28,0.6261,5,3,core/mail/backends/console.py
0.5047,25,4.00,1.70,0.7516,2,8,conf/urls/static.py
0.5003,54,2.00,0.85,0.7829,5,4,core/checks/security/csrf.py
0.4930,73,3.67,1.56,0.6340,5,1,contrib/gis/db/models/proxy.py
0.4917,24,1.25,0.53,0.5842,6,2,db/backends/base/client.py
0.4897,68,4.50,1.92,0.6625,4,2,contrib/gis/db/backends/postgis/introspection.py
0.4874,55,8.00,3.41,1.0000,3,4,middleware/gzip.py
0.4873,40,6.00,2.56,0.6599,3,4,contrib/contenttypes/checks.py
0.4872,51,2.00,0.85,0.6251,4,4,contrib/admin/templatetags/base.py
0.4835,52,3.67,1.56,0.6408,4,3,core/management/sql.py
0.4796,27,1.67,0.71,0.6583,6,2,views/decorators/csp.py
0.4728,25,2.33,0.99,0.6583,5,3,middleware/csp.py
0.4724,43,2.25,0.96,0.6251,6,1,template/loaders/base.py
0.4648,38,2.00,0.85,0.6703,4,4,core/management/commands/sendtestemail.py
0.4646,53,5.00,2.13,0.6931,4,2,contrib/auth/handlers/modwsgi.py
0.4615,33,2.33,0.99,0.6852,4,4,utils/asyncio.py
0.4600,29,4.00,1.70,0.7078,3,5,contrib/admindocs/middleware.py
0.4599,562,1.00,0.43,0.5178,2,0,conf/global_settings.py
0.4596,30,1.40,0.60,0.6833,5,3,views/decorators/vary.py
0.4584,52,2.00,0.85,0.6436,5,2,utils/deconstruct.py
0.4537,50,3.67,1.56,0.7474,4,3,utils/ipv6.py
0.4516,90,2.00,0.85,0.5502,3,3,contrib/gis/gdal/prototypes/srs.py
0.4417,21,1.00,0.43,0.6691,7,0,contrib/gis/db/backends/base/adapter.py
0.4416,43,2.00,0.85,0.6301,4,3,core/management/commands/dbshell.py
0.4416,42,2.50,1.06,0.6625,4,3,contrib/gis/db/backends/oracle/introspection.py
0.4398,57,1.50,0.64,0.6365,4,3,core/management/commands/testserver.py
0.4397,47,9.00,3.83,0.6617,2,2,contrib/gis/utils/ogrinfo.py
0.4391,64,6.50,2.77,0.7525,4,0,db/migrations/optimizer.py
0.4388,22,2.00,0.85,0.6199,5,2,contrib/gis/geos/io.py
0.4353,22,1.00,0.43,0.5461,4,3,contrib/gis/db/backends/spatialite/features.py
0.4353,32,2.50,1.06,0.6450,4,3,contrib/staticfiles/management/commands/runserver.py
0.4338,33,3.50,1.49,0.7114,4,3,middleware/http.py
0.4320,32,2.67,1.14,0.7172,5,2,contrib/contenttypes/prefetch.py
0.4315,41,8.00,3.41,0.8327,2,4,contrib/sites/management.py
0.4299,21,1.50,0.64,0.5842,4,3,db/backends/oracle/client.py
0.4285,25,2.00,0.85,0.6210,4,3,contrib/admin/forms.py
0.4207,25,1.00,0.43,0.6596,5,2,contrib/sessions/models.py
0.4207,28,2.00,0.85,0.6625,4,3,contrib/gis/db/backends/mysql/introspection.py
0.4177,244,3.54,1.51,1.0000,1,0,contrib/admin/static/admin/js/admin/RelatedObjectLookups.js
0.4163,25,2.00,0.85,0.6700,4,3,core/management/commands/sqlflush.py
0.4141,32,3.50,1.49,0.7344,3,4,conf/urls/i18n.py
0.4133,35,2.33,0.99,0.6360,5,1,contrib/gis/ptr.py
0.4108,31,1.00,0.43,0.6596,4,3,contrib/redirects/models.py
0.4081,20,1.33,0.57,0.7129,5,2,template/loaders/locmem.py
0.4079,21,2.50,1.06,0.7078,4,3,contrib/messages/middleware.py
0.4056,25,2.00,0.85,0.7129,4,3,core/mail/backends/locmem.py
0.4011,28,2.00,0.85,0.6910,6,0,db/backends/base/validation.py
0.3983,20,1.00,0.43,0.6410,3,4,contrib/auth/validators.py
0.3927,27,2.50,1.06,0.6442,4,2,core/management/commands/sqlsequencereset.py
0.3899,32,2.00,0.85,0.6993,5,1,utils/duration.py
0.3866,25,1.00,0.43,0.5461,3,3,contrib/gis/db/backends/oracle/features.py
0.3823,201,1.00,0.43,0.8133,2,4,contrib/auth/migrations/0001_initial.py
0.3803,20,1.00,0.43,0.6629,5,1,db/backends/oracle/functions.py
0.3801,37,3.50,1.49,0.8002,4,2,middleware/clickjacking.py
0.3731,24,2.50,1.06,0.6599,3,3,contrib/staticfiles/checks.py
0.3692,333,1.00,0.43,0.6905,3,0,contrib/admin/static/admin/js/inlines.js
0.3682,23,1.33,0.57,0.5793,5,0,contrib/gis/db/backends/utils.py
0.3551,22,4.00,1.70,0.7297,2,4,contrib/auth/templatetags/auth.py
0.3537,20,1.00,0.43,0.6194,2,4,contrib/flatpages/admin.py
0.3480,63,1.00,0.43,0.7155,2,4,contrib/gis/geos/prototypes/topology.py
0.3402,35,4.00,1.70,0.6777,4,0,template/exceptions.py
0.3345,37,3.00,1.28,0.6012,3,1,contrib/contenttypes/migrations/0002_remove_content_type_name.py
0.3305,23,7.00,2.98,0.5024,2,1,utils/hashable.py
0.3278,20,3.00,1.28,0.6910,3,2,db/backends/oracle/validation.py
0.3276,49,4.00,1.70,0.8237,4,0,contrib/gis/gdal/error.py
0.3244,41,1.00,0.43,0.8222,3,3,contrib/gis/geos/prototypes/predicates.py
0.3093,26,1.00,0.43,0.8072,2,4,contrib/gis/geos/prototypes/misc.py
0.3018,38,1.00,0.43,0.8074,4,1,contrib/postgres/fields/citext.py
0.2997,27,3.00,1.28,0.6891,3,1,contrib/gis/geos/factory.py
0.2899,72,1.00,0.43,0.8133,2,3,contrib/admin/migrations/0001_initial.py
0.2762,40,1.00,0.43,0.8133,2,3,contrib/sites/migrations/0001_initial.py
0.2748,20,1.00,0.43,0.7851,2,3,contrib/gis/geos/prototypes/prepared.py
0.2706,259,2.00,0.85,1.0000,1,0,contrib/gis/static/gis/js/OLMapWidget.js
0.2689,23,1.00,0.43,0.6636,2,2,contrib/auth/migrations/0007_alter_validators_add_error_messages.py
0.2681,160,1.00,0.43,1.0000,1,4,contrib/gis/gdal/prototypes/raster.py
0.2676,24,1.00,0.43,0.6704,2,2,contrib/auth/migrations/0004_alter_user_username_opts.py
0.2663,22,2.00,0.85,0.7097,2,2,core/checks/commands.py
0.2612,23,1.00,0.43,0.6943,2,2,contrib/auth/migrations/0008_alter_user_username_max_length.py
0.2565,20,4.00,1.70,0.6604,2,1,http/cookie.py
0.2459,184,2.50,1.06,1.0000,1,0,contrib/admin/static/admin/js/actions.js
0.2424,77,1.00,0.43,0.6616,1,2,utils/dates.py
0.2422,99,1.00,0.43,1.0000,1,4,contrib/gis/gdal/prototypes/ds.py
0.2396,42,1.00,0.43,0.8133,2,2,contrib/contenttypes/migrations/0001_initial.py
0.2362,34,1.00,0.43,0.8133,2,2,contrib/sessions/migrations/0001_initial.py
0.2299,20,1.00,0.43,0.6644,2,1,contrib/redirects/migrations/0002_alter_redirect_new_path_help_text.py
0.2234,74,5.50,2.34,1.0000,1,0,contrib/admin/static/admin/js/nav_sidebar.js
0.2170,392,1.00,0.43,1.0000,1,0,contrib/admin/static/admin/js/admin/DateTimeShortcuts.js
0.2119,65,1.00,0.43,0.8133,2,1,contrib/flatpages/migrations/0001_initial.py
0.2102,61,1.00,0.43,0.8133,2,1,contrib/redirects/migrations/0001_initial.py
0.1897,164,2.00,0.85,1.0000,1,0,contrib/admin/static/admin/js/urlify.js
0.1756,295,1.00,0.43,1.0000,1,0,contrib/admin/static/admin/js/SelectFilter2.js
0.1459,49,1.00,0.43,1.0000,1,2,contrib/admindocs/urls.py
0.1395,34,1.00,0.43,1.0000,1,2,contrib/auth/urls.py
0.1284,46,4.00,1.70,1.0000,1,0,contrib/admin/static/admin/js/theme.js
0.1280,95,1.00,0.43,1.0000,1,1,contrib/gis/gdal/raster/const.py
0.1118,145,1.00,0.43,1.0000,1,0,contrib/admin/static/admin/js/SelectBox.js
0.0888,91,1.00,0.43,1.0000,1,0,conf/locale/nl/formats.py
0.0871,87,1.00,0.43,1.0000,1,0,views/templates/i18n_catalog.js
0.0764,62,1.00,0.43,1.0000,1,0,conf/locale/en/formats.py
0.0743,57,1.00,0.43,1.0000,1,0,contrib/gis/db/backends/postgis/const.py
0.0730,27,2.00,0.85,1.0000,1,0,contrib/admin/static/admin/js/cancel.js
0.0721,52,1.00,0.43,1.0000,1,0,conf/locale/ko/formats.py
0.0700,47,1.00,0.43,1.0000,1,0,conf/locale/ka/formats.py
0.0696,46,1.00,0.43,1.0000,1,0,conf/locale/ht/formats.py
0.0692,45,1.00,0.43,1.0000,1,0,conf/locale/lv/formats.py
0.0692,45,1.00,0.43,1.0000,1,0,conf/locale/id/formats.py
0.0687,44,1.00,0.43,1.0000,1,0,conf/locale/lt/formats.py
0.0683,43,1.00,0.43,1.0000,1,0,conf/locale/sr/formats.py
0.0683,43,1.00,0.43,1.0000,1,0,conf/locale/sr_Latn/formats.py
0.0683,43,1.00,0.43,1.0000,1,0,conf/locale/eo/formats.py
0.0679,42,1.00,0.43,1.0000,1,0,conf/locale/it/formats.py
0.0679,42,1.00,0.43,1.0000,1,0,conf/locale/cs/formats.py
0.0679,42,1.00,0.43,1.0000,1,0,conf/locale/ml/formats.py
0.0679,42,1.00,0.43,1.0000,1,0,conf/locale/hr/formats.py
0.0675,41,1.00,0.43,1.0000,1,0,conf/locale/sl/formats.py
0.0670,40,1.00,0.43,1.0000,1,0,conf/locale/nn/formats.py
0.0670,40,1.00,0.43,1.0000,1,0,conf/locale/en_AU/formats.py
0.0670,40,1.00,0.43,1.0000,1,0,conf/locale/en_GB/formats.py
0.0670,40,1.00,0.43,1.0000,1,0,conf/locale/nb/formats.py
0.0666,39,1.00,0.43,1.0000,1,0,contrib/admin/static/admin/js/prepopulate.js
0.0662,38,1.00,0.43,1.0000,1,0,conf/locale/zh_Hans/formats.py
0.0662,38,1.00,0.43,1.0000,1,0,conf/locale/zh_Hant/formats.py
0.0662,38,1.00,0.43,1.0000,1,0,conf/locale/pt/formats.py
0.0658,37,1.00,0.43,1.0000,1,0,conf/locale/ms/formats.py
0.0658,37,1.00,0.43,1.0000,1,0,conf/locale/mk/formats.py
0.0653,36,1.00,0.43,1.0000,1,0,conf/locale/en_IE/formats.py
0.0645,34,1.00,0.43,1.0000,1,0,conf/locale/sv/formats.py
0.0645,34,1.00,0.43,1.0000,1,0,conf/locale/fr_CH/formats.py
0.0645,34,1.00,0.43,1.0000,1,0,conf/locale/ro/formats.py
0.0645,34,1.00,0.43,1.0000,1,0,conf/locale/uk/formats.py
0.0645,34,1.00,0.43,1.0000,1,0,conf/locale/fi/formats.py
0.0641,33,1.00,0.43,1.0000,1,0,conf/locale/pt_BR/formats.py
0.0641,33,1.00,0.43,1.0000,1,0,conf/locale/el/formats.py
0.0636,32,1.00,0.43,1.0000,1,0,conf/locale/cy/formats.py
0.0636,32,1.00,0.43,1.0000,1,0,conf/locale/th/formats.py
0.0632,31,1.00,0.43,1.0000,1,0,conf/locale/fr_BE/formats.py
0.0632,31,1.00,0.43,1.0000,1,0,conf/locale/de_CH/formats.py
0.0632,31,1.00,0.43,1.0000,1,0,conf/locale/ky/formats.py
0.0632,31,1.00,0.43,1.0000,1,0,conf/locale/ig/formats.py
0.0632,31,1.00,0.43,1.0000,1,0,conf/locale/tk/formats.py
0.0632,31,1.00,0.43,1.0000,1,0,conf/locale/bn/formats.py
0.0632,31,1.00,0.43,1.0000,1,0,conf/locale/tg/formats.py
0.0628,30,1.00,0.43,1.0000,1,0,contrib/admin/static/admin/js/autocomplete.js
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/sk/formats.py
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/uz/formats.py
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/pl/formats.py
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/ca/formats.py
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/en_CA/formats.py
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/ru/formats.py
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/fr_CA/formats.py
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/hu/formats.py
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/es_AR/formats.py
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/az/formats.py
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/es/formats.py
0.0624,29,1.00,0.43,1.0000,1,0,conf/locale/tr/formats.py
0.0619,28,1.00,0.43,1.0000,1,0,conf/locale/ar_DZ/formats.py
0.0619,28,1.00,0.43,1.0000,1,0,conf/locale/de/formats.py
0.0611,26,1.00,0.43,1.0000,1,0,contrib/admin/static/admin/js/filters.js
0.0611,26,1.00,0.43,1.0000,1,0,conf/locale/es_NI/formats.py
0.0611,26,1.00,0.43,1.0000,1,0,conf/locale/es_CO/formats.py
0.0611,26,1.00,0.43,1.0000,1,0,conf/locale/es_MX/formats.py
0.0611,26,1.00,0.43,1.0000,1,0,conf/locale/fr/formats.py
0.0606,25,1.00,0.43,1.0000,1,0,conf/locale/da/formats.py
0.0606,25,1.00,0.43,1.0000,1,0,conf/locale/es_PR/formats.py
0.0589,21,1.00,0.43,1.0000,1,0,db/models/sql/constants.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/vi/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/sq/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/ga/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/he/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/km/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/mn/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/ja/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/fy/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/is/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/te/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/ckb/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/kn/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/bs/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/ar/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/gl/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/bg/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/hi/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/gd/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/et/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/fa/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/eu/formats.py
0.0585,20,1.00,0.43,1.0000,1,0,conf/locale/ta/formats.py
