score,loc,avg_cc,cc_ratio,cohesion,concerns,imports,path
0.9544,127,2.20,2.20,1.0000,1,25,module/spring-boot-grpc-server/src/main/java/org/springframework/boot/grpc/server/autoconfigure/health/AutoConfiguredHealthCheckedGrpcComponents.java
0.9510,151,1.00,1.00,1.0000,1,30,module/spring-boot-kafka/src/main/java/org/springframework/boot/kafka/autoconfigure/KafkaAnnotationDrivenConfiguration.java
0.9508,188,1.60,1.60,1.0000,1,24,core/spring-boot-docker-compose/src/main/java/org/springframework/boot/docker/compose/lifecycle/DockerComposeLifecycleManager.java
0.9463,313,1.45,1.45,0.6303,2,12,core/spring-boot/src/main/java/org/springframework/boot/task/ThreadPoolTaskExecutorBuilder.java
0.9460,121,1.00,1.00,1.0000,1,31,module/spring-boot-data-cassandra/src/main/java/org/springframework/boot/data/cassandra/autoconfigure/DataCassandraAutoConfiguration.java
0.9459,247,1.62,1.62,0.4124,2,12,core/spring-boot/src/main/java/org/springframework/boot/context/config/ConfigData.java
0.9450,120,1.00,1.00,1.0000,1,31,module/spring-boot-devtools/src/main/java/org/springframework/boot/devtools/autoconfigure/RemoteDevToolsAutoConfiguration.java
0.9437,175,3.25,3.25,1.0000,1,13,core/spring-boot/src/main/java/org/springframework/boot/diagnostics/analyzer/BeanCurrentlyInCreationFailureAnalyzer.java
0.9433,131,1.86,1.86,1.0000,1,26,module/spring-boot-devtools/src/main/java/org/springframework/boot/devtools/autoconfigure/DevToolsR2dbcAutoConfiguration.java
0.9431,106,4.00,4.00,0.5235,2,12,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/autoconfigure/actuate/web/ManagementErrorEndpoint.java
0.9407,105,1.00,1.00,0.6573,2,26,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/endpoint/web/annotation/WebEndpointDiscoverer.java
0.9406,138,3.00,3.00,0.5935,2,13,loader/spring-boot-loader-tools/src/main/java/org/springframework/boot/loader/tools/LayersIndex.java
0.9390,83,8.00,8.00,1.0000,1,9,build-plugin/spring-boot-maven-plugin/src/main/java/org/springframework/boot/maven/CommandLineBuilder.java
0.9386,182,2.27,2.27,1.0000,1,19,core/spring-boot-autoconfigure/src/main/java/org/springframework/boot/autoconfigure/condition/AbstractNestedCondition.java
0.9378,133,1.60,1.60,1.0000,1,27,core/spring-boot/src/main/java/org/springframework/boot/logging/logback/GraylogExtendedLogFormatStructuredLogFormatter.java
0.9375,215,2.50,2.50,1.0000,1,14,core/spring-boot/src/main/java/org/springframework/boot/logging/AbstractLoggingSystem.java
0.9364,138,2.80,2.80,1.0000,1,20,module/spring-boot-flyway/src/main/java/org/springframework/boot/flyway/autoconfigure/NativeImageResourceProvider.java
0.9328,90,2.00,2.00,0.4887,2,21,module/spring-boot-web-server/src/main/java/org/springframework/boot/web/server/autoconfigure/reactive/ReactiveWebServerConfiguration.java
0.9325,145,3.50,3.50,1.0000,1,15,module/spring-boot-devtools/src/main/java/org/springframework/boot/devtools/livereload/Connection.java
0.9319,155,2.62,2.62,1.0000,1,19,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemContent.java
0.9300,212,2.50,2.50,1.0000,1,14,loader/spring-boot-loader/src/main/java/org/springframework/boot/loader/jar/NestedJarFileResources.java
0.9299,163,2.50,2.50,0.6104,2,13,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/endpoint/web/PathMappedEndpoints.java
0.9271,77,5.00,5.00,0.4317,2,12,module/spring-boot-jetty/src/main/java/org/springframework/boot/jetty/autoconfigure/reactive/WebSocketJettyReactiveWebServerFactoryCustomizer.java
0.9240,171,2.33,2.33,1.0000,1,19,module/spring-boot-micrometer-tracing-opentelemetry/src/main/java/org/springframework/boot/micrometer/tracing/opentelemetry/autoconfigure/CompositeTextMapPropagator.java
0.9235,249,1.50,1.50,1.0000,1,20,build-plugin/spring-boot-gradle-plugin/src/main/java/org/springframework/boot/gradle/tasks/bundling/BootJar.java
0.9234,129,3.67,3.67,0.5986,2,10,module/spring-boot-opentelemetry/src/main/java/org/springframework/boot/opentelemetry/autoconfigure/OpenTelemetryResourceAttributes.java
0.9205,147,1.50,1.50,1.0000,1,26,module/spring-boot-security-oauth2-resource-server/src/main/java/org/springframework/boot/security/oauth2/server/resource/autoconfigure/reactive/ReactiveJwtConverterConfiguration.java
0.9200,148,2.50,2.50,1.0000,1,20,module/spring-boot-cloudfoundry/src/main/java/org/springframework/boot/cloudfoundry/autoconfigure/actuate/endpoint/reactive/SecurityService.java
0.9200,84,5.00,5.00,1.0000,1,18,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/autoconfigure/DataSourceJmxConfiguration.java
0.9200,120,1.00,1.00,1.0000,1,30,module/spring-boot-micrometer-metrics/src/main/java/org/springframework/boot/micrometer/metrics/autoconfigure/jvm/JvmMetricsAutoConfiguration.java
0.9163,151,3.75,3.75,1.0000,1,12,core/spring-boot/src/main/java/org/springframework/boot/context/config/ConfigDataImporter.java
0.9160,91,1.00,1.00,1.0000,1,31,module/spring-boot-jetty/src/main/java/org/springframework/boot/jetty/autoconfigure/servlet/JettyServletWebServerAutoConfiguration.java
0.9152,118,1.40,1.40,1.0000,1,28,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/autoconfigure/XADataSourceAutoConfiguration.java
0.9146,126,2.00,2.00,0.3495,2,16,module/spring-boot-micrometer-metrics/src/main/java/org/springframework/boot/micrometer/metrics/autoconfigure/PropertiesMeterFilter.java
0.9144,118,3.75,3.75,0.6125,2,11,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/security/AuthenticationAuditListener.java
0.9143,143,2.40,2.40,0.4154,2,13,core/spring-boot/src/main/java/org/springframework/boot/info/GitProperties.java
0.9138,115,1.62,1.62,0.5923,3,19,module/spring-boot-quartz/src/main/java/org/springframework/boot/quartz/actuate/endpoint/QuartzEndpointWebExtension.java
0.9133,128,1.67,1.67,1.0000,1,26,buildpack/spring-boot-buildpack-platform/src/main/java/org/springframework/boot/buildpack/platform/docker/transport/LocalHttpClientTransport.java
0.9125,104,2.80,2.80,0.5147,2,16,module/spring-boot-grpc-server/src/main/java/org/springframework/boot/grpc/server/health/GrpcServerHealth.java
0.9100,135,1.00,1.00,1.0000,1,29,module/spring-boot-micrometer-metrics/src/main/java/org/springframework/boot/micrometer/metrics/autoconfigure/export/otlp/OtlpMetricsExportAutoConfiguration.java
0.9090,109,1.00,1.00,1.0000,1,30,module/spring-boot-grpc-server/src/main/java/org/springframework/boot/grpc/server/autoconfigure/security/GrpcServerSecurityAutoConfiguration.java
0.9080,168,1.83,1.83,1.0000,1,22,core/spring-boot/src/main/java/org/springframework/boot/context/annotation/Configurations.java
0.9062,207,2.93,2.93,1.0000,1,10,configuration-metadata/spring-boot-configuration-processor/src/main/java/org/springframework/boot/configurationprocessor/PropertyDescriptor.java
0.9047,445,1.22,1.22,0.3608,2,4,module/spring-boot-data-redis/src/main/java/org/springframework/boot/data/redis/autoconfigure/DataRedisProperties.java
0.9020,127,1.00,1.00,1.0000,1,29,module/spring-boot-micrometer-tracing/src/main/java/org/springframework/boot/micrometer/tracing/autoconfigure/MicrometerTracingAutoConfiguration.java
0.8995,101,1.25,1.25,0.6068,2,23,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/actuate/endpoint/web/WebFluxEndpointHandlerMapping.java
0.8988,157,2.11,2.11,0.6305,2,15,module/spring-boot-actuator-autoconfigure/src/main/java/org/springframework/boot/actuate/autoconfigure/endpoint/expose/IncludeExcludeEndpointFilter.java
0.8980,148,1.00,1.00,1.0000,1,28,module/spring-boot-http-codec/src/main/java/org/springframework/boot/http/codec/autoconfigure/CodecsAutoConfiguration.java
0.8980,116,3.00,3.00,1.0000,1,20,module/spring-boot-micrometer-tracing/src/main/java/org/springframework/boot/micrometer/tracing/autoconfigure/prometheus/PrometheusExemplarsAutoConfiguration.java
0.8950,170,1.00,1.00,1.0000,1,27,module/spring-boot-amqp/src/main/java/org/springframework/boot/amqp/autoconfigure/RabbitAutoConfiguration.java
0.8943,101,2.67,2.67,1.0000,1,23,core/spring-boot-autoconfigure/src/main/java/org/springframework/boot/autoconfigure/info/ProjectInfoAutoConfiguration.java
0.8941,97,4.00,4.00,0.6756,2,13,module/spring-boot-persistence/src/main/java/org/springframework/boot/persistence/autoconfigure/EntityScanner.java
0.8923,148,3.83,3.83,1.0000,1,11,cli/spring-boot-cli/src/main/java/org/springframework/boot/cli/command/init/ProjectGenerator.java
0.8913,116,3.00,3.00,0.6268,2,14,module/spring-boot-devtools/src/main/java/org/springframework/boot/devtools/settings/DevToolsSettings.java
0.8908,108,3.33,3.33,0.6767,3,12,module/spring-boot-health/src/main/java/org/springframework/boot/health/application/AvailabilityStateHealthIndicator.java
0.8907,163,2.86,2.86,1.0000,1,15,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/info/InfoPropertiesInfoContributor.java
0.8895,99,1.60,1.60,0.5755,2,21,cli/spring-boot-cli/src/main/java/org/springframework/boot/cli/command/encodepassword/EncodePasswordCommand.java
0.8883,177,3.89,3.89,1.0000,1,6,core/spring-boot/src/main/java/org/springframework/boot/ansi/AnsiOutput.java
0.8880,142,1.50,1.50,1.0000,1,25,module/spring-boot-web-server/src/testFixtures/java/org/springframework/boot/web/servlet/context/AbstractServletWebServerMvcIntegrationTests.java
0.8877,211,1.36,1.36,1.0000,1,22,configuration-metadata/spring-boot-configuration-metadata-changelog-generator/src/main/java/org/springframework/boot/configurationmetadata/changelog/ChangelogWriter.java
0.8820,107,1.00,1.00,1.0000,1,29,module/spring-boot-data-jpa/src/main/java/org/springframework/boot/data/jpa/autoconfigure/DataJpaRepositoriesAutoConfiguration.java
0.8820,107,1.00,1.00,1.0000,1,29,module/spring-boot-data-neo4j/src/main/java/org/springframework/boot/data/neo4j/autoconfigure/DataNeo4jAutoConfiguration.java
0.8811,97,1.25,1.25,0.5606,2,22,module/spring-boot-webmvc/src/main/java/org/springframework/boot/webmvc/actuate/endpoint/web/WebMvcEndpointHandlerMapping.java
0.8800,68,8.00,8.00,0.7560,2,7,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/endpoint/jmx/Jackson2JmxOperationResponseMapper.java
0.8800,135,3.00,3.00,1.0000,1,17,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/endpoint/web/annotation/RequestPredicateFactory.java
0.8799,101,4.17,4.17,0.4637,2,9,cli/spring-boot-cli/src/main/java/org/springframework/boot/cli/command/core/HintCommand.java
0.8795,172,1.62,1.62,1.0000,1,22,loader/spring-boot-loader/src/main/java/org/springframework/boot/loader/launch/JarFileArchive.java
0.8792,143,3.10,3.10,0.4564,2,8,loader/spring-boot-loader-tools/src/main/java/org/springframework/boot/loader/tools/Repackager.java
0.8790,193,3.00,3.00,1.0000,1,10,configuration-metadata/spring-boot-configuration-metadata/src/main/java/org/springframework/boot/configurationmetadata/JsonReader.java
0.8782,325,1.19,1.19,0.5332,2,11,core/spring-boot-docker-compose/src/main/java/org/springframework/boot/docker/compose/lifecycle/DockerComposeProperties.java
0.8760,151,1.00,1.00,1.0000,1,27,module/spring-boot-rsocket/src/main/java/org/springframework/boot/rsocket/autoconfigure/RSocketStrategiesAutoConfiguration.java
0.8742,202,1.56,1.56,0.5658,2,14,module/spring-boot-cache/src/main/java/org/springframework/boot/cache/actuate/endpoint/CachesEndpoint.java
0.8727,220,1.76,1.76,0.5621,2,11,module/spring-boot-micrometer-metrics/src/main/java/org/springframework/boot/micrometer/metrics/autoconfigure/MetricsProperties.java
0.8724,189,1.92,1.92,0.5641,2,12,core/spring-boot/src/main/java/org/springframework/boot/web/servlet/ServletRegistrationBean.java
0.8720,103,2.67,2.67,0.5105,2,15,core/spring-boot/src/main/java/org/springframework/boot/logging/logback/ColorConverter.java
0.8720,192,3.50,3.50,1.0000,1,6,loader/spring-boot-loader/src/main/java/org/springframework/boot/loader/net/protocol/jar/UrlJarFiles.java
0.8718,328,1.05,1.05,0.4859,2,12,module/spring-boot-groovy-templates/src/main/java/org/springframework/boot/groovy/template/autoconfigure/GroovyTemplateProperties.java
0.8695,232,2.45,2.45,1.0000,1,10,core/spring-boot/src/main/java/org/springframework/boot/diagnostics/analyzer/NoSuchMethodFailureAnalyzer.java
0.8684,158,2.00,2.00,0.4906,2,13,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/beans/BeansEndpoint.java
0.8682,204,2.05,2.05,1.0000,1,16,module/spring-boot-web-server/src/main/java/org/springframework/boot/web/server/WebServerSslBundle.java
0.8675,195,1.42,1.42,0.4384,2,14,module/spring-boot-grpc-server/src/main/java/org/springframework/boot/grpc/server/autoconfigure/health/GrpcServerHealthProperties.java
0.8657,133,1.00,1.00,0.2693,2,18,core/spring-boot/src/main/java/org/springframework/boot/logging/logback/StructuredLogEncoder.java
0.8641,196,1.67,1.67,0.5505,2,13,core/spring-boot/src/main/java/org/springframework/boot/logging/LoggingSystemProperties.java
0.8629,183,1.17,1.17,0.6023,2,18,buildpack/spring-boot-buildpack-platform/src/main/java/org/springframework/boot/buildpack/platform/docker/type/ContainerConfig.java
0.8627,112,3.40,3.40,0.5724,2,11,module/spring-boot-mongodb/src/main/java/org/springframework/boot/mongodb/autoconfigure/PropertiesMongoConnectionDetails.java
0.8622,223,1.40,1.40,1.0000,1,20,build-plugin/spring-boot-gradle-plugin/src/main/java/org/springframework/boot/gradle/tasks/bundling/BootWar.java
0.8615,141,1.50,1.50,1.0000,1,24,module/spring-boot-security-oauth2-resource-server/src/main/java/org/springframework/boot/security/oauth2/server/resource/autoconfigure/JwtConverterConfiguration.java
0.8600,240,1.50,1.50,1.0000,1,18,module/spring-boot-web-server/src/main/java/org/springframework/boot/web/server/AbstractConfigurableWebServerFactory.java
0.8580,111,3.00,3.00,1.0000,1,19,module/spring-boot-graphql/src/main/java/org/springframework/boot/graphql/autoconfigure/DefaultGraphQlSchemaCondition.java
0.8575,195,1.83,1.83,1.0000,1,18,module/spring-boot-http-client/src/main/java/org/springframework/boot/http/client/JettyHttpClientBuilder.java
0.8570,116,2.00,2.00,1.0000,1,23,module/spring-boot-cache/src/main/java/org/springframework/boot/cache/autoconfigure/CacheAutoConfiguration.java
0.8530,114,2.00,2.00,1.0000,1,23,core/spring-boot-testcontainers/src/main/java/org/springframework/boot/testcontainers/service/connection/ConnectionDetailsRegistrar.java
0.8521,145,2.43,2.43,1.0000,1,18,module/spring-boot-tomcat/src/main/java/org/springframework/boot/tomcat/servlet/NestedJarResourceSet.java
0.8509,253,2.38,2.38,1.0000,1,8,core/spring-boot-docker-compose/src/main/java/org/springframework/boot/docker/compose/core/DockerCliCommand.java
0.8506,112,1.33,1.33,0.4951,2,19,module/spring-boot-health/src/main/java/org/springframework/boot/health/actuate/endpoint/ReactiveHealthEndpointWebExtension.java
0.8500,120,2.50,2.50,1.0000,1,20,module/spring-boot-h2console/src/main/java/org/springframework/boot/h2console/autoconfigure/H2ConsoleAutoConfiguration.java
0.8498,139,1.33,1.33,0.7423,2,20,module/spring-boot-tomcat/src/main/java/org/springframework/boot/tomcat/reactive/TomcatReactiveWebServerFactory.java
0.8487,64,8.00,8.00,0.7533,2,7,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/endpoint/jmx/JacksonJmxOperationResponseMapper.java
0.8487,128,2.33,2.33,1.0000,1,20,module/spring-boot-hazelcast/src/main/java/org/springframework/boot/hazelcast/autoconfigure/HazelcastServerConfiguration.java
0.8450,95,1.00,1.00,1.0000,1,28,module/spring-boot-grpc-server/src/main/java/org/springframework/boot/grpc/server/autoconfigure/GrpcServerAutoConfiguration.java
0.8445,163,1.50,1.50,1.0000,1,22,core/spring-boot/src/main/java/org/springframework/boot/logging/structured/StructuredLoggingJsonProperties.java
0.8432,92,1.00,1.00,0.4952,2,21,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/endpoint/web/annotation/ServletEndpointDiscoverer.java
0.8423,163,2.75,2.75,0.5237,2,7,loader/spring-boot-loader/src/main/java/org/springframework/boot/loader/launch/LaunchedClassLoader.java
0.8399,132,3.14,3.14,1.0000,1,15,module/spring-boot-web-server/src/main/java/org/springframework/boot/web/server/servlet/StaticResourceJars.java
0.8388,322,1.29,1.29,0.5115,2,8,module/spring-boot-security-saml2/src/main/java/org/springframework/boot/security/saml2/autoconfigure/Saml2RelyingPartyProperties.java
0.8380,88,1.00,1.00,1.0000,1,28,module/spring-boot-session-jdbc/src/main/java/org/springframework/boot/session/jdbc/autoconfigure/JdbcSessionAutoConfiguration.java
0.8380,119,2.00,2.00,1.0000,1,22,module/spring-boot-mongodb/src/main/java/org/springframework/boot/mongodb/autoconfigure/MongoReactiveAutoConfiguration.java
0.8365,214,1.11,1.11,1.0000,1,22,core/spring-boot/src/main/java/org/springframework/boot/logging/logback/DefaultLogbackConfiguration.java
0.8346,109,2.00,2.00,0.5336,2,16,module/spring-boot-mustache/src/main/java/org/springframework/boot/mustache/servlet/view/MustacheView.java
0.8345,81,1.00,1.00,0.3860,2,20,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/endpoint/jmx/annotation/JmxEndpointDiscoverer.java
0.8336,256,1.35,1.35,0.6509,2,12,core/spring-boot/src/main/java/org/springframework/boot/task/SimpleAsyncTaskExecutorBuilder.java
0.8318,101,1.50,1.50,0.5788,2,19,module/spring-boot-grpc-server/src/main/java/org/springframework/boot/grpc/server/GrpcServletRegistration.java
0.8315,137,1.86,1.86,0.5918,2,15,core/spring-boot/src/main/java/org/springframework/boot/ssl/jks/JksSslStoreBundle.java
0.8309,151,1.50,1.50,0.5824,2,16,core/spring-boot/src/main/java/org/springframework/boot/context/config/ConfigDataEnvironmentPostProcessor.java
0.8289,214,2.59,2.59,1.0000,1,9,core/spring-boot/src/main/java/org/springframework/boot/cloud/CloudPlatform.java
0.8285,285,2.12,2.12,1.0000,1,7,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/DatabaseDriver.java
0.8270,102,1.00,1.00,1.0000,1,27,module/spring-boot-http-client/src/main/java/org/springframework/boot/http/client/autoconfigure/reactive/ReactiveHttpClientAutoConfiguration.java
0.8266,132,2.00,2.00,0.6497,2,15,core/spring-boot/src/main/java/org/springframework/boot/web/servlet/ServletListenerRegistrationBean.java
0.8263,397,1.14,1.14,0.4974,2,6,module/spring-boot-cassandra/src/main/java/org/springframework/boot/cassandra/autoconfigure/CassandraProperties.java
0.8261,88,1.20,1.20,0.6179,2,21,module/spring-boot-cloudfoundry/src/main/java/org/springframework/boot/cloudfoundry/autoconfigure/actuate/endpoint/CloudFoundryWebEndpointDiscoverer.java
0.8257,125,3.33,3.33,0.5637,2,8,core/spring-boot/src/main/java/org/springframework/boot/context/config/StandardConfigDataResource.java
0.8250,125,2.80,2.80,1.0000,1,17,module/spring-boot-health/src/main/java/org/springframework/boot/health/autoconfigure/actuate/endpoint/AvailabilityProbesHealthEndpointGroups.java
0.8234,198,2.33,2.33,0.4544,2,5,module/spring-boot-data-redis/src/main/java/org/springframework/boot/data/redis/autoconfigure/DataRedisConnectionDetails.java
0.8218,336,1.00,1.00,0.4568,2,10,module/spring-boot-liquibase/src/main/java/org/springframework/boot/liquibase/autoconfigure/LiquibaseProperties.java
0.8210,126,1.73,1.73,0.3865,2,14,core/spring-boot-autoconfigure/src/main/java/org/springframework/boot/autoconfigure/logging/ConditionEvaluationReportLoggingListener.java
0.8206,183,2.57,2.57,1.0000,1,12,core/spring-boot/src/main/java/org/springframework/boot/context/properties/source/SpringConfigurationPropertySource.java
0.8196,94,1.14,1.14,0.5515,2,20,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/endpoint/web/annotation/ControllerEndpointDiscoverer.java
0.8191,87,2.67,2.67,0.5515,2,15,module/spring-boot-reactor-netty/src/main/java/org/springframework/boot/reactor/netty/CompressionCustomizer.java
0.8191,164,1.86,1.86,0.5418,2,12,buildpack/spring-boot-buildpack-platform/src/main/java/org/springframework/boot/buildpack/platform/docker/type/Image.java
0.8170,152,2.25,2.25,1.0000,1,17,module/spring-boot-jackson2/src/main/java/org/springframework/boot/jackson2/JsonMixinModuleEntries.java
0.8167,347,1.52,1.52,0.5483,2,3,module/spring-boot-jms/src/main/java/org/springframework/boot/jms/autoconfigure/JmsProperties.java
0.8160,147,3.00,3.00,1.0000,1,13,core/spring-boot/src/main/java/org/springframework/boot/context/config/LocationResourceLoader.java
0.8154,127,2.43,2.43,0.5722,2,12,module/spring-boot-web-server/src/main/java/org/springframework/boot/web/server/context/WebServerPortFileWriter.java
0.8152,113,1.00,1.00,0.5914,2,20,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/autoconfigure/DataSourcePoolMetadataProvidersConfiguration.java
0.8120,100,4.00,4.00,0.5522,2,8,module/spring-boot-data-commons/src/main/java/org/springframework/boot/data/metrics/AutoTimer.java
0.8098,146,1.67,1.67,0.5340,2,14,build-plugin/spring-boot-gradle-plugin/src/main/java/org/springframework/boot/gradle/plugin/SpringBootPlugin.java
0.8095,240,1.48,1.48,0.3811,2,8,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/autoconfigure/WebFluxProperties.java
0.8089,107,1.75,1.75,0.6134,2,17,module/spring-boot-reactor-netty/src/main/java/org/springframework/boot/reactor/netty/SslServerCustomizer.java
0.8085,134,1.88,1.88,0.5710,2,14,core/spring-boot/src/main/java/org/springframework/boot/support/SystemEnvironmentPropertySourceEnvironmentPostProcessor.java
0.8080,148,2.25,2.25,1.0000,1,17,module/spring-boot-jackson/src/main/java/org/springframework/boot/jackson/JacksonMixinModuleEntries.java
0.8050,105,1.00,1.00,1.0000,1,26,module/spring-boot-graphql/src/main/java/org/springframework/boot/graphql/autoconfigure/rsocket/GraphQlRSocketAutoConfiguration.java
0.8040,136,1.50,1.50,1.0000,1,22,build-plugin/spring-boot-gradle-plugin/src/main/java/org/springframework/boot/gradle/plugin/ApplicationPluginAction.java
0.8030,82,4.00,4.00,1.0000,1,17,module/spring-boot-jms/src/main/java/org/springframework/boot/jms/autoconfigure/JndiConnectionFactoryAutoConfiguration.java
0.8019,168,3.09,3.09,0.7696,2,5,loader/spring-boot-loader/src/main/java/org/springframework/boot/loader/net/protocol/jar/Handler.java
0.8017,194,1.68,1.68,1.0000,1,17,loader/spring-boot-loader/src/main/java/org/springframework/boot/loader/nio/file/NestedFileSystem.java
0.8006,156,1.55,1.55,0.4619,3,11,buildpack/spring-boot-buildpack-platform/src/main/java/org/springframework/boot/buildpack/platform/io/InspectedContent.java
0.7997,144,2.43,2.43,1.0000,1,16,core/spring-boot/src/main/java/org/springframework/boot/diagnostics/analyzer/InvalidConfigurationPropertyValueFailureAnalyzer.java
0.7994,130,1.57,1.57,0.5197,2,15,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemSslStoreBundle.java
0.7983,96,3.67,3.67,0.5148,2,9,module/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/endpoint/ProducibleOperationArgumentResolver.java
0.7977,296,1.21,1.21,0.5370,2,9,module/spring-boot-grpc-client/src/main/java/org/springframework/boot/grpc/client/autoconfigure/GrpcClientProperties.java
0.7975,253,1.52,1.52,0.5467,2,8,core/spring-boot/src/main/java/org/springframework/boot/logging/DeferredLog.java
0.7960,96,1.00,1.00,1.0000,1,26,module/spring-boot-data-r2dbc/src/main/java/org/springframework/boot/data/r2dbc/autoconfigure/DataR2dbcAutoConfiguration.java
0.7950,120,1.00,1.00,1.0000,1,25,module/spring-boot-grpc-server/src/main/java/org/springframework/boot/grpc/server/autoconfigure/health/GrpcServerHealthAutoConfiguration.java
0.7933,160,1.83,1.83,1.0000,1,18,build-plugin/spring-boot-gradle-plugin/src/main/java/org/springframework/boot/gradle/tasks/buildinfo/BuildInfoProperties.java
0.7914,163,2.00,2.00,0.6385,2,11,core/spring-boot/src/main/java/org/springframework/boot/ssl/SslManagerBundle.java
0.7857,96,4.00,4.00,0.4932,2,7,buildpack/spring-boot-buildpack-platform/src/main/java/org/springframework/boot/buildpack/platform/docker/transport/DockerEngineException.java
0.7850,90,1.50,1.50,1.0000,1,24,module/spring-boot-security-oauth2-authorization-server/src/main/java/org/springframework/boot/security/oauth2/server/authorization/autoconfigure/servlet/OAuth2AuthorizationServerJwtAutoConfiguration.java
0.7842,305,1.33,1.33,0.4806,2,6,module/spring-boot-integration/src/main/java/org/springframework/boot/integration/autoconfigure/IntegrationProperties.java
0.7831,112,3.25,3.25,0.6235,2,9,module/spring-boot-tomcat/src/main/java/org/springframework/boot/tomcat/TomcatEmbeddedWebappClassLoader.java
0.7830,179,2.00,2.00,1.0000,1,15,core/spring-boot/src/main/java/org/springframework/boot/logging/CorrelationIdFormatter.java
0.7827,77,2.33,2.33,0.3880,2,14,module/spring-boot-cache/src/main/java/org/springframework/boot/cache/metrics/HazelcastCacheMeterBinderProvider.java
0.7826,194,1.71,1.71,1.0000,1,16,loader/spring-boot-loader/src/main/java/org/springframework/boot/loader/nio/file/NestedPath.java
0.7811,111,1.86,1.86,1.0000,1,21,core/spring-boot/src/main/java/org/springframework/boot/context/properties/ConfigurationPropertiesScanRegistrar.java
0.7809,86,2.00,2.00,0.5642,2,16,module/spring-boot-webflux/src/main/java/org/springframework/boot/webflux/actuate/endpoint/web/AdditionalHealthEndpointPathsWebFluxHandlerMapping.java
0.7797,140,2.29,2.29,0.6612,2,11,module/spring-boot-micrometer-metrics/src/main/java/org/springframework/boot/micrometer/metrics/export/prometheus/PrometheusPushGatewayManager.java
0.7781,206,1.71,1.71,1.0000,1,15,module/spring-boot-sql/src/main/java/org/springframework/boot/sql/init/AbstractScriptDatabaseInitializer.java
0.7780,100,1.40,1.40,0.5480,2,17,module/spring-boot-servlet/src/main/java/org/springframework/boot/servlet/actuate/web/exchanges/HttpExchangesFilter.java
0.7775,153,2.44,2.44,0.4859,2,7,loader/spring-boot-loader-tools/src/main/java/org/springframework/boot/loader/tools/RunProcess.java
0.7770,212,2.25,2.25,1.0000,1,10,cli/spring-boot-cli/src/main/java/org/springframework/boot/cli/command/init/InitializrServiceMetadata.java
0.7768,227,1.67,1.67,0.5061,2,7,module/spring-boot-security-oauth2-client/src/main/java/org/springframework/boot/security/oauth2/client/autoconfigure/OAuth2ClientProperties.java
0.7764,131,1.62,1.62,0.4457,2,13,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/init/PlatformPlaceholderDatabaseDriverResolver.java
0.7764,129,2.14,2.14,1.0000,1,18,build-plugin/spring-boot-maven-plugin/src/main/java/org/springframework/boot/maven/ClassPath.java
0.7752,128,1.18,1.18,0.8042,2,19,core/spring-boot-autoconfigure/src/main/java/org/springframework/boot/autoconfigure/data/AbstractRepositoryConfigurationSourceSupport.java
0.7750,125,3.20,3.20,1.0000,1,13,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/Context.java
0.7744,117,3.20,3.20,1.0000,1,14,module/spring-boot-tomcat/src/main/java/org/springframework/boot/tomcat/GracefulShutdown.java
0.7740,99,1.00,1.00,1.0000,1,25,module/spring-boot-restclient/src/main/java/org/springframework/boot/restclient/autoconfigure/RestClientAutoConfiguration.java
0.7717,280,1.95,1.95,1.0000,1,7,buildpack/spring-boot-buildpack-platform/src/main/java/org/springframework/boot/buildpack/platform/docker/type/ImageReference.java
0.7708,133,2.60,2.60,1.0000,1,15,module/spring-boot-security-oauth2-client/src/main/java/org/springframework/boot/security/oauth2/client/autoconfigure/OAuth2ClientPropertiesMapper.java
0.7707,130,3.43,3.43,1.0000,1,11,module/spring-boot-security/src/main/java/org/springframework/boot/security/web/servlet/ApplicationContextRequestMatcher.java
0.7700,105,4.00,4.00,1.0000,1,12,build-plugin/spring-boot-maven-plugin/src/main/java/org/springframework/boot/maven/SpringApplicationAdminClient.java
